year,term,score
1993,taken,0.7781478599128551
1993,time,0.6280811317919396
1993,another,0.8946817180588137
1993,days,0.44670417881561086
1993,force,0.7536320406782175
1993,every,0.6572965443870714
1993,want,0.7250557480980899
1993,future,0.6886901786361697
1993,leaders,1.0
1993,towards,0.5029384711099891
1993,policy,0.4868470823892273
1993,president,0.43786401049288953
1993,south africa,0.3476948190370086
1993,africa,0.32831491736720314
1993,south,0.299375264193144
1993,among,0.585152904488875
1993,others,0.583908144168433
1993,state,0.5627142770021122
1993,investment,0.7668178259690017
1993,future,0.6418648002314613
1993,various,0.554695418333013
1993,resources,0.5212754787291752
1993,state,0.49857790886470094
1993,development,0.4147347790433481
1993,across,0.5792641892596908
1993,whole,0.5478619435093609
1993,democratic,0.4325812043762176
1993,world,0.4209201723793714
1993,future,0.6487705287734253
1993,world,0.5707390227273225
1993,country,0.5033425959834026
1993,end,1.0
1993,apartheid,0.6550100711305965
1993,country,0.559847798274925
1993,people,0.5074763536207473
1993,challenge,1.0
1993,contribution,0.501276393941769
1993,end,0.47500408303317904
1993,struggle,0.43875900245495175
1993,take,0.4259783209749451
1993,apartheid,0.3861684940575132
1993,among,0.823169063312399
1993,country,0.5677963483551013
1993,struggle,0.8564087066614763
1993,democracy,0.4034846691691273
1993,country,0.3221245859910373
1993,year,0.627711769264589
1993,south africa,0.4797366539166856
1993,africa,0.452996971093522
1993,south,0.41306709115546403
1993,country,1.0
1993,force,0.6893572873073729
1993,democratic,0.5171344002438802
1993,new,0.5073051769109225
1993,organisation,1.0
1993,policies,0.44781782423586924
1993,remain,0.4403774294653679
1993,institutions,0.43131325754561134
1993,local,0.3876467209159294
1993,process,0.35854482145260025
1993,government,0.2721182409153874
1993,people,0.2581144775352321
1993,policies,0.6878142309371107
1993,want,0.5934870528489924
1993,government,0.41795298996538893
1993,approach,0.3493558221289923
1993,racial,0.3308856107244717
1993,yet,0.3293983582037034
1993,non,0.32314083398013216
1993,policy,0.3199356168381533
1993,local,0.30662037491790595
1993,system,0.30467062257561156
1993,future,0.29030789908881394
1993,apartheid,0.2635174790855333
1993,new,0.2574773783859403
1993,government,0.21523978547872838
1993,local,0.8184718467399913
1993,government,0.5745466352647349
1993,new,0.8051868913670439
1993,policies,0.36923480660694036
1993,institutions,0.35562645928309883
1993,need,0.29810996128673367
1993,issues,0.7282766311336758
1993,want,0.6852832615383101
1993,set,0.7846062143382782
1993,new,0.6199944261215222
1993,policy,1.0
1993,still,0.5614376947121753
1993,today,0.48185979715231
1993,south africa,0.4146018349123364
1993,africa,0.39149265308737863
1993,south,0.3569841339759263
1993,apartheid,0.611658569680009
1993,including,0.39752204061136864
1993,efforts,0.3880678884968524
1993,economy,0.36345843559200686
1993,south africa,0.2651782377954587
1993,africa,0.2503976661789996
1993,south,0.22832610856314703
1993,non,0.5502072426079216
1993,look,0.2978644140404622
1993,forward,0.29742156262806857
1993,racial,0.281697081196713
1993,human,0.25797112915643144
1993,life,0.25527011827559537
1993,future,0.24715153869222203
1993,apartheid,0.22434370760390557
1993,democratic,0.22344862083125727
1993,new,0.2192015113824253
1993,south africa,0.19452378170398643
1993,africa,0.18368136601225102
1993,south,0.16749058470520897
1993,possible,0.6130988645446376
1993,indeed,0.6024878335316973
1993,process,0.5109972531632219
1993,indeed,1.0
1993,south,0.5009911372540694
1993,across,0.44750342391254855
1993,black,0.4127091009032246
1993,apartheid,0.33552396215612346
1993,world,0.32517670145354594
1993,south africa,0.29092587738698017
1993,africa,0.27471017732973707
1993,africa,1.0
1993,racial,0.45567524990697417
