term,score
children,1.7496370606962954
people,1.0517744348108464
anc,1.0
year,1.0
within,1.0
make,1.0
future,0.9832371619986134
nation,0.861570160081889
non,0.8075187304555725
look,0.7271960935375522
things,0.7166924094119345
common,0.6973894107966624
past,0.5832518320581489
together,0.5563641119276651
youth,0.5409739176365678
world,0.5347526232499797
back,0.5332027723491064
today,0.5305171139248446
change,0.5042830431611379
social,0.4770438883147691
history,0.47368630894530933
leaders,0.44712873957684557
live,0.4458528648489061
take,0.4457440790587228
society,0.4391808423633775
every,0.38617188254641654
country,0.33297569821984757
