term,score
people,72.29542232803028
government,66.93778244005247
south,56.49288480053223
country,46.31503451689178
development,43.76712634368817
africa,40.802491618864785
local,35.71335764063231
national,34.84014930573336
south africa,34.613143481081664
work,31.99951495451076
community,30.959749192412893
time,29.60452706773052
first,28.893168954371568
anc,28.83036552966036
world,28.67233504171778
nation,28.457225888901462
communities,28.346392689469347
together,27.810676916406642
elections,27.53465624891725
society,27.001515741355423
today,26.648923956785463
economic,26.287190849455346
even,26.239077670651216
process,26.031091695950824
african,25.594433591333487
make,25.556217019224743
year,25.365367830789577
democracy,24.281719553915284
apartheid,23.69561874316933
business,22.7380347760747
needs,22.732346480481922
president,22.72928921242494
need,22.44607144573309
new,22.193510502679988
responsibility,21.931066945196363
countries,21.423658728741056
future,20.197285039138926
local government,19.833223881925754
reconstruction,19.789626134384775
leaders,19.243746951539645
change,19.07723969024685
resources,18.838672335762404
areas,18.263096555825822
history,18.032057651413183
within,18.000336886424165
democratic,17.696369994971146
programme,17.60988256384407
building,17.513919752598277
years,17.490232546328482
relations,17.260353758145964
long,17.215771174861683
investment,16.88611503318652
taken,16.863713369202724
public,16.6956264046672
issues,16.2603799027508
cannot,16.21562133867137
south african,16.018608209332044
others,15.862938686421465
past,15.773657953965806
take,15.718017511933281
therefore,15.717288600512486
international,15.695774098383481
among,15.4760062366702
build,15.391800881807692
task,15.15554677125672
co,15.134656566656357
order,15.122632764919048
set,15.045509612632195
constitution,14.591757666378983
gentlemen,14.457238951920543
reconstruction development,14.351871133490482
provincial,14.22693188215176
ons,14.094846742443192
question,14.06405719373119
issue,14.011801167212726
become,13.739661352826873
two,13.656177975067923
region,13.621950823564925
life,13.581190232867046
partnership,13.20164182940218
trade,13.157709864128176
project,13.087792806896985
africans,13.007711519080361
every,12.905475505029921
parliament,12.857873745910474
already,12.753212670145532
en,12.705864445103632
education,12.658427542861084
whole,12.626989276956724
services,12.592771366551716
contribution,12.509631282445612
south africans,12.266159971313867
labour,11.994448463800522
continue,11.979899836443884
human,11.924855080948488
institutions,11.873828193693571
nations,11.78521104303867
right,11.771494176718475
social,11.769449337044188
go,11.704165274732416
operation,11.556407612005348
action,11.547263787684095
approach,11.531677607024069
co operation,11.526337167537417
vote,11.414725126327737
transformation,11.292579457890852
unity,11.182024898023105
visit,11.139036779319053
youth,11.097816860695328
indeed,10.667962769036578
children,10.656396319541585
land,10.51627612793981
level,10.357389747711377
across,10.315902656380356
amongst,10.298781517283253
yet,10.206011515859725
economy,10.185760741135539
given,10.173635807973456
place,10.144530167412238
policy,10.10154559518991
state,9.990449698643921
efforts,9.959621615099305
young,9.885109635430444
political,9.869725475087453
possible,9.84972418292042
common,9.822108205797958
still,9.732003842955535
able,9.658436824682003
working,9.559589146110124
projects,9.505004553009682
matter,9.440185291967694
africas,9.420669253096388
sector,9.379449320968696
peoples,9.377750448053986
programmes,9.292468639498821
particular,9.253094368455143
back,9.24803773734629
fact,9.162633516164416
rights,9.005641217494333
live,8.938112943127352
example,8.710926358458028
address,8.540757649930747
structures,8.522581881727
governments,8.452290000288958
continent,8.382341040551003
situation,8.376115543849183
role,8.026585849729917
bring,7.997496106971096
always,7.881641341311023
southern,7.8361602990637325
call,7.636995597472843
basis,7.5855628706973155
elected,7.431591168316101
constitutional,7.412961802253968
organisation,7.40839662412028
organisations,7.338970867763547
towards,7.3296072725919235
making,7.258293837069971
another,7.252880193640288
forward,7.237008952610112
south africas,7.141892622416716
ago,7.1038481546860766
end,7.032187803411798
general,6.855655547092427
private,6.577971648367148
meeting,6.506157247759513
basic,6.347543208969409
council,6.2604991953469264
act,6.254190957719209
cape,6.207573515300259
service,6.1712483323066305
look,6.116028309527418
power,6.08702179652854
leadership,6.062691729253178
things,5.940929332679619
liberation,5.7265521669147805
lives,5.636717021929331
conference,5.596641217406626
days,5.580503304920471
system,5.4996083849062956
going,5.488871345744258
major,5.07237429836926
non,4.97541913502615
different,4.869865501776385
including,4.783817553652065
million,4.590656915758209
majority,4.584632605921503
point,4.391053444215611
movement,4.27338193213342
far,3.5802893115804197
negotiations,3.3588505364344963
women,3.295051521989053
mandela,3.2557583057058115
white,2.7185904829193626
congress,2.691486118402692
racial,2.6556932919044733
black,2.598019414368091
want,2.044756513422469
non racial,1.3130599586228697
various,0.9909974517758703
