year,term,score
1964,pride,0.6784185289342931
1964,nation,0.5308670863668054
1964,african,0.5078665535463509
1964,contribution,0.4648226301467395
1964,struggle,0.4159956250946496
1964,make,0.4078294124050046
1964,opportunity,0.384156276023271
1964,life,0.3663337462211659
1964,freedom,0.30693293622578893
1964,people,0.2618748697647073
1964,people,0.4383622071646027
1964,leadership,0.40349845488840314
1964,war,0.3943990416115223
1964,even,0.363006243698945
1964,violence,0.3336918115717124
1964,african,0.30741102768024703
1964,government,0.2937361092590406
1964,country,0.25606789785497913
1964,violence,0.8502230981900996
1964,force,0.34565920964104885
1964,first,0.30887481248687865
1964,government,0.24947293301187903
1964,non,0.6214085004002283
1964,role,0.5857913086123351
1964,violence,0.5202883992408321
1964,including,1.0
1964,anc,0.6878117026428225
1964,non,0.39673762006185986
1964,state,0.3767995916662881
1964,years,0.34233672830181106
1964,violence,0.33217759513694395
1964,organisation,0.6855794615796791
1964,political,0.5407763988610395
1964,government,0.4873824866519143
1964,africans,1.0
1964,non,0.4909315389835067
1964,rights,0.4407885578225379
1964,years,0.42361472262091493
1964,violence,0.41104359594382056
1964,african,0.3786707670629152
1964,people,0.26998861181237777
1964,non,0.730646060165566
1964,racial,0.3703856226543023
1964,state,0.3469637402674861
1964,confidence,0.339156989150468
1964,violence,0.30587501523580973
1964,violence,0.9300867546846789
1964,women,0.2640429127262753
1964,government,0.20467992854518474
1964,people,0.1527288311023321
1964,amongst,0.6494795768173507
1964,africans,0.5382204408470151
1964,violence,0.5371173394628028
1964,government,0.7167976384663738
1964,struggle,0.4248222750686244
1964,hope,0.40715032127567385
1964,life,0.3741066639070513
1964,peaceful,0.7484198929074847
1964,struggle,0.6632251984811411
1964,war,0.8003876340163485
1964,racial,0.4100059785502002
1964,anc,0.35054945943135213
1964,peace,0.26151445344223573
1964,war,0.916669488563525
1964,years,0.399646154412482
1964,country,0.7463954821001101
1964,long,0.36737475203572256
1964,make,0.3316503344635195
1964,economic,0.3304388312876098
1964,life,0.29790570705300323
1964,violence,0.6732373096225529
1964,government,0.592624994317711
1964,people,0.44220712459448214
1964,right,0.8810223766198853
1964,people,0.47307459442993655
1964,justice,0.71321195462716
1964,take,0.700948434463553
1964,racial,0.5154591516589542
1964,movement,0.5104741805756944
1964,non,0.5084136306870294
1964,first,0.46393270424517125
1964,freedom,0.760737108711433
1964,people,0.6490601292864702
