term,score
anc,6.59016300868686
organisation,4.745514714112763
government,4.173803377031913
national,3.251050617125868
political,3.218036315729511
organisations,2.694217050508615
time,2.6929350115282946
people,2.5739447585119035
policy,2.1354252142030927
south africa,2.044487068002166
first,1.9835049510249871
liberation,1.9785900639576528
africa,1.9357012218071212
always,1.861428783018793
change,1.8209132659364133
two,1.81947475786539
south,1.7599013130078118
taken,1.7434250694965074
african,1.6605764774973713
new,1.6178404214399327
far,1.5305833385957817
order,1.493081944025818
co,1.380665672867092
already,1.3726799003895072
set,1.2416263347150993
leaders,1.2138015371773456
action,1.1644651014152978
years,1.160083463882389
fact,1.1487665419046784
place,1.0324139556346275
still,1.0
things,1.0
particular,1.0
various,0.9954342824256046
constitutional,0.9789295330842414
africans,0.8511659402300693
conference,0.8248503593708476
white,0.8244555215593459
apartheid,0.8053245832047852
want,0.7970489299474853
work,0.7925107553575585
nation,0.7429898232272834
days,0.7176931396493608
youth,0.696359502915156
trade,0.6766449304243773
call,0.6742714314105112
power,0.6494756680420901
partnership,0.6189551494162996
future,0.6098694701284779
others,0.603949491921284
visit,0.601593349435497
make,0.5996269798637461
whole,0.5883589301950198
congress,0.5795809007259529
black,0.5353671017045322
state,0.5298160469644528
life,0.5253327308845654
past,0.5026263494886035
possible,0.47504456255989375
different,0.45671628634091
including,0.4431129846666549
vote,0.4338301187626365
take,0.41108592579982295
non racial,0.3880487748450358
even,0.3807103993399428
back,0.37673670109531526
racial,0.3641353555702656
non,0.34885334871279944
movement,0.3445328157130593
democracy,0.31259793880879405
common,0.2883465007792759
