term,score
government,61.12124397167505
south,54.7154277651257
people,53.595164243904385
africa,41.462704401434955
country,40.41804539201298
national,40.11116105908202
south africa,36.370502522342385
development,31.692306003513387
new,30.428963814434592
anc,29.459612667378792
time,29.448109477692434
african,28.146332347209178
rights,25.915413291298545
human,25.520345014454524
need,25.23292082451852
reconstruction,25.209641946614234
world,24.51907243952067
programme,23.24663929255892
process,22.38909429413962
democratic,21.397325069754075
take,21.27686139348125
society,21.2753558349653
reconstruction development,20.677905676275014
economic,20.33872435561768
together,20.32329750573922
public,19.907708345363588
among,19.863302223652774
constitution,18.93568615358637
unity,18.92232932716058
first,18.91810867788655
work,18.096155322623964
conference,18.008964008770718
years,17.051607564436924
nation,17.036163626526122
community,16.74583155252604
democracy,16.71626034046181
south african,16.315703993090953
make,16.231892185130697
issues,16.2301925557597
today,15.951824265099463
needs,15.69656722676376
projects,15.414971485751229
leaders,14.980407769266646
president,14.94349385567155
structures,14.917021948099647
past,14.76942482681243
major,14.385706826501888
place,14.308947307603463
international,14.287092734328953
africans,14.070824167679872
elections,13.4627659603033
areas,13.432611243735414
political,13.265049667182195
movement,13.241513857260887
role,13.237408698115658
whole,13.201439698908725
apartheid,12.67220344215723
cannot,12.372353267922648
order,12.370522137976383
life,12.365073988273787
become,12.205745111096437
set,12.098368053547953
various,12.05397719467927
fact,11.961007823212745
organisation,11.941342278335414
business,11.909808393258414
economy,11.85900566701939
future,11.754405553636674
particular,11.75120594122931
year,11.742739686438181
task,11.740874848454395
address,11.652309757298973
change,11.61930077358226
taken,11.479359994527368
social,11.143142773270476
south africans,11.116263490854973
general,11.075961336154544
history,10.942117144802857
question,10.871311816334588
state,10.86192043427305
provincial,10.716970999466334
resources,10.46168802503371
action,10.440305170328717
countries,10.368881194641093
every,10.354475670533818
within,10.205549225637746
yet,10.053144362312954
meeting,9.97105412138364
two,9.936406466271112
act,9.890711118158354
congress,9.869831060005662
youth,9.804231279899517
already,9.577788905073394
programmes,9.392337914767424
different,9.30257523214878
end,9.211474870865668
black,9.196379503426282
building,9.012846361114647
days,8.995089299691253
including,8.907658598339857
services,8.891926017373152
long,8.861696568360538
approach,8.763458277563897
others,8.550730344307773
policy,8.52290293707376
south africas,8.4904849281294
system,8.44013327641044
go,8.384844637009964
women,8.298944315404487
efforts,8.246129833424938
even,8.23241167523628
able,8.228666904705479
africas,8.151470195524235
education,8.06005970860572
therefore,8.037924903992453
ago,7.980582553615569
level,7.97969889248765
white,7.948312295418086
service,7.891987427761087
right,7.888382848588137
parliament,7.876322187723712
far,7.872619633435975
things,7.8318894619202135
constitutional,7.6842615429280166
local,7.64850720385929
million,7.62742693717265
possible,7.48229199369291
partnership,7.443144209838502
basic,7.308735911527805
sector,7.194179393781379
going,7.152774458309128
communities,6.843004884083119
towards,6.8176350527599165
build,6.802066194505952
want,6.780800952039813
labour,6.710421812408489
common,6.537401077424614
relations,6.5195168522525915
basis,6.452286556869719
issue,6.451621553608592
bring,6.379358075947969
co,6.32039489817772
negotiations,6.297580527599176
cape,6.257634549762158
indeed,6.247626394397535
continue,6.246311595200186
another,6.242441426151226
visit,6.240202301138658
children,6.203085481923964
nations,6.175239399289521
elected,6.119784801569724
institutions,6.11413129578116
situation,6.1064467388201
governments,6.097136389763288
organisations,6.0858274560923435
contribution,6.0746396896232895
still,6.015586226331985
en,6.0
transformation,5.932456745623164
back,5.826287358817458
matter,5.814302898174099
local government,5.7866691160984045
investment,5.770351575520879
trade,5.743013809625863
council,5.716274959568397
point,5.678373841639788
always,5.657125619636421
call,5.625170825277349
working,5.5809155418448295
responsibility,5.561833151496561
example,5.503817868650953
private,5.225929153136435
region,5.110978955334504
racial,5.081900993037636
operation,5.072708235297105
land,4.908238807664862
co operation,4.686908014441009
gentlemen,4.599785997095108
peoples,4.574879838606406
project,4.538790427412765
vote,4.491667304565901
given,4.391014966556015
majority,4.311072398207866
young,4.2464031654430485
lives,4.24512182806262
power,4.217620846628626
forward,4.052485812809535
continent,4.007223912355506
liberation,3.9585787039822424
amongst,3.953274995896186
look,3.6648868505572842
non,3.499271190894553
across,3.344478085307289
southern,3.3010287873015014
live,3.18043542573812
leadership,2.7965039154407574
making,2.7403575611002644
non racial,2.3139045992644425
ons,2.0
