term,score
movement,1.955620493597052
interest,1.2576150702901296
people,1.127472279249098
victory,0.9424189417665093
including,0.7627395249014145
party,0.6947345638406053
struggle,0.646705819637619
hand,0.5598298892573241
african,0.5003455238502793
continue,0.4959177099908217
role,0.4851552485909239
time,0.46648674927604944
spirit,0.4598885237735959
leadership,0.45527653181821715
strength,0.44008332981973974
development,0.4232742800818488
efforts,0.4165012506473081
national,0.4142001941434424
progress,0.40824750782424535
leaders,0.40446570226171485
new,0.3578970367366385
live,0.3352106904993924
indeed,0.30770692862933013
free,0.27717392421859144
democratic,0.2738218155281757
hope,0.27156020642021583
united,0.2711911642101044
south africa,0.2123195400161323
africa,0.1980734004602678
south,0.17870099240783313
