term,score
people,47.36236297411643
south,44.79908509681358
government,37.64065119258843
africa,35.2262887467693
country,27.425649324137215
world,25.085164480074095
south africa,24.771688526498487
development,24.541709627689485
countries,23.956633879947184
african,22.99146848572582
president,22.634366512203588
need,22.320730405468577
nation,21.825355595684016
year,21.26257286194155
years,21.19565900490802
today,19.941782975369463
new,19.721202147669583
time,19.56815868611222
first,19.35117994048039
international,18.576154029472434
building,18.373627747026227
past,17.874247057904608
together,17.000157553945
work,16.747001562816433
partnership,16.621245840358668
society,16.556772247004485
national,16.531771685773442
cape,16.17879575225676
needs,16.066253769818278
community,15.617409556065931
political,14.683263083225759
take,14.471642886067736
public,14.465958635734784
make,14.464503633255738
matter,14.456675966491286
south african,14.023530713496108
life,13.789460688201602
within,13.555956500572485
still,13.438911586064659
apartheid,13.354277597500289
economic,13.196078988703638
social,13.136612785872911
long,12.878169988941027
continue,12.825940932988361
want,12.642135706344826
democracy,12.438016732481795
children,12.35369538231637
build,12.2791992227604
therefore,11.835137651391609
constitution,11.83465299463381
communities,11.728329060675712
process,11.416310208763006
region,11.358430235540403
place,11.253591248160577
africans,11.230252861731845
co,10.589644088005677
go,10.5844500952382
rights,10.56552581370185
private,10.543900765889882
continent,10.54250489920007
challenge,10.515396211506484
cannot,10.352480732416684
efforts,10.345737101279232
economy,10.045006220681799
taken,10.04030707395556
history,10.020019717958874
africas,9.998016677575738
indeed,9.863087915060259
become,9.847752927187852
trade,9.732500887071652
visit,9.666330095573336
challenges,9.527658646328959
task,9.504956518599506
human,9.47671217792967
particular,9.27625048516663
right,9.266173312679836
women,9.21049147113784
leaders,9.138104900009708
reconstruction,9.121778389622019
able,9.058273300680801
business,9.054032433148128
investment,8.877428336104922
basic,8.82644947471608
contribution,8.769309380564918
every,8.751545486174999
peoples,8.712903226712848
south africans,8.648576230397078
system,8.624783432345179
areas,8.581112199817243
two,8.57771781503908
programme,8.50925014392244
making,8.499239031256781
far,8.367535834491399
amongst,8.36257742822569
working,8.319311659788864
even,8.286220330912062
example,8.210016582092248
education,8.172075404561065
things,8.122733360950779
others,8.04721982781966
back,8.009694922316632
struggle,8.008091516466076
whole,7.990643674589926
set,7.956383671515316
projects,7.935930208310626
order,7.877520288383275
address,7.757472036431564
common,7.7456740329477825
end,7.681113547829366
south africas,7.638551842212227
policies,7.610798515298326
state,7.542003671043904
future,7.514186746073455
experience,7.49393400552048
role,7.481677164425612
already,7.362428230247883
land,7.353553139639792
achieve,7.298497951916546
resources,7.2609703222953925
bring,7.256065550295251
action,7.237612630144712
issues,7.22936529020511
including,7.175462849859973
problems,7.163615700358158
relations,7.122629197795656
lives,7.0775016506606026
question,7.0731468462242155
democratic,6.945588391071193
towards,6.8770704398652756
high,6.812794652133029
ago,6.759660187340832
anc,6.6866606687846435
across,6.640888714529796
nations,6.640661465709287
movement,6.610519567839596
institutions,6.501992893321685
look,6.292700892973047
point,6.242231127874357
unity,6.227677667198755
policy,6.219879470002282
reconstruction development,6.197941559462942
different,6.18605162185976
organisations,6.183774214374317
among,6.107487804731255
operation,6.010153861035432
fact,5.971258502483556
sector,5.816564398180147
southern,5.5693624543400775
remain,5.491818525385893
million,5.358504390111969
another,5.326248538308804
ons,5.280016864078622
young,5.161625682011547
potential,5.07568933072362
possible,5.045206325607078
mandela,4.935360050002426
responsibility,4.818335530582135
transformation,4.773770997083383
en,4.762922385163818
always,4.7396375967597875
white,4.713727814399094
live,4.692402107307135
level,4.654847913015422
liberation,4.6264248848268705
yet,4.580510822966653
parliament,4.569235640527231
leadership,4.559996125608047
use,4.525480776759352
meet,4.4210584974289695
general,4.305015081844308
situation,4.304843329804597
days,4.243166226160218
call,4.2091188303773395
forward,4.114124387996841
non,3.97365345943156
change,3.8672396253389887
force,3.8285258402889415
meeting,3.631333329845795
majority,3.4342703481520176
black,3.0910635487913254
issue,3.0204368932889896
major,3.0109931224453628
various,2.771391691410954
local,2.6903808817145345
elections,2.56547864131743
structures,2.4400967204265047
going,2.4363829973314353
elected,2.433088960145201
province,2.180898075251764
organisation,2.0965941291107963
campaign,2.084901876651869
congress,2.0635066954177965
youth,1.748947847495415
power,1.5151292682359458
negotiations,1.3433881755818933
approach,0.9671351295986333
conference,0.8471920261475161
racial,0.756968039620413
