year,term,score
2001,lives,0.5672423234622137
2001,children,0.5520659384290858
2001,human,0.5061172603392569
2001,people,0.3424976859575655
2001,children,0.7552427647586851
2001,life,0.6554451664934737
2001,right,0.5444377592277657
2001,dignity,0.5330084811784352
2001,respect,0.49448516108516954
2001,honour,0.41829882952917896
2001,friends,0.753250483094063
2001,support,0.657733768114851
2001,peace,1.0
2001,death,0.7078287690250249
2001,president,0.5558515521339985
2001,country,0.4358984809915523
2001,committed,0.6950291652501025
2001,hope,0.5690224416687752
2001,peace,0.4394859728467462
2001,appreciation,0.5127057825036959
2001,bring,0.480319498094374
2001,efforts,0.47979208597132234
2001,president,0.4125504187114913
2001,peace,0.32561889778988884
2001,organisation,0.7597898775652272
2001,honoured,0.35900592661631636
2001,role,0.3454320430235861
2001,gentlemen,0.3082851446040206
2001,life,0.28190611889919404
2001,thank,0.714566524684348
2001,opportunity,0.6995674962435955
2001,special,0.5304658969371326
2001,need,0.522151232024167
2001,international,0.4778468210348344
2001,united,0.46650448948453943
2001,privilege,0.7874866315175888
2001,honour,0.6163317330635194
2001,humanity,0.5053823494745947
2001,racial,0.4950018204756399
2001,common,0.45017714630400096
2001,struggle,0.42652960302738163
2001,world,0.33907950874718373
2001,live,0.7502348763992701
2001,lives,0.6611714076048449
2001,conflict,0.4712238092720791
2001,racial,0.4678437736407266
2001,peaceful,0.4549121543071918
2001,social,0.4456757961254045
2001,justice,0.3917886441083922
2001,respect,0.7239314872167819
2001,children,0.6898718734780382
2001,challenges,0.4192908604278681
2001,leadership,0.4075254891166612
2001,opportunities,0.40252373899080907
2001,education,0.3938806502786397
2001,time,0.3516502654403
2001,community,0.33982894444324596
2001,development,0.31907554325139764
2001,nation,0.8261193095416568
2001,people,0.5634952407983729
2001,privilege,0.7161999960001758
2001,honoured,0.6978950965075972
2001,pleasure,0.5235955646966709
2001,special,0.5201476800181298
2001,state,0.5195839246779042
2001,honour,0.4304957849015915
2001,men,0.45370052252068976
2001,occasion,0.4434689875337854
2001,women,0.42607298587914094
2001,share,0.4156240059968126
2001,honour,0.3526356677684543
2001,life,0.34475741488893813
2001,people,0.4946279233033602
2001,visit,0.46843357935810936
2001,citizens,0.4612658886380396
2001,place,0.4289703872204231
2001,apartheid,0.3730031984920171
2001,bring,0.386145746225589
2001,poverty,0.38001741982962917
2001,children,0.35884416402243857
2001,commitment,0.34929967057585914
2001,free,0.3459403793600577
2001,society,0.3400975483978914
2001,today,0.3197956051236571
