term,score
mandela,9.214416303314252
congress,3.316221989823717
white,2.7546660631390667
want,2.4910738421542056
government,2.122393087883467
policy,1.9428027156874865
question,1.8628750460568428
time,1.5714875059244708
anc,1.5514429894474304
going,1.346068758768274
matter,1.3382757910602203
campaign,1.261050069366778
african,1.2434248649866646
use,1.1918077156802223
force,1.1495888898077613
already,1.131109697924765
end,1.115343782848854
action,1.1011859495886103
political,1.0660870040304333
africans,1.0533014912398941
people,1.0127387875098082
indeed,1.0
vote,1.0
future,1.0
possible,1.0
even,0.8150662788845546
democracy,0.8128976631434239
years,0.768707806296654
parliament,0.66094346876013
remain,0.6489751844247901
year,0.6092831363402459
far,0.5945925635179652
country,0.5618853299018166
go,0.542303304162682
peoples,0.5401579597270358
able,0.5261427570484785
point,0.5128896566748713
experience,0.5031305188534084
organisations,0.4912857272805936
youth,0.46437639840200184
minister,0.35560583947291874
racial,0.3352938308829891
set,0.3274220196486735
fact,0.3220266978605211
change,0.32117747449352024
forward,0.3211413701519105
programme,0.3163927209352301
majority,0.3148617042480403
still,0.2844244040286882
therefore,0.28277655204306185
