year,term,score
1996,different,1.0
1996,time,0.7203415430701487
1996,development,0.6936195364371718
1996,cape,0.5780345785434101
1996,south africans,0.5396976233868684
1996,africans,0.5166613826370083
1996,south,0.3281211925650687
1996,south africans,0.6613842006241348
1996,africans,0.633153937948307
1996,south,0.40210325791433915
1996,together,1.0
1996,work,0.7246743579537331
1996,today,0.6890914851631419
1996,making,1.0
1996,cape,0.7374339099459989
1996,history,0.6754192982597967
1996,therefore,0.5282166208845592
1996,first,0.45562098819240304
1996,time,0.4486245056062218
1996,world,0.43523768392541984
1996,people,0.35028692239460685
1996,history,0.83152587978691
1996,people,0.5554860135454405
1996,women,0.7733980908624859
1996,community,0.633920652014321
1996,across,0.8417305157903591
1996,land,0.40211535630576933
1996,africans,0.36026792670230884
1996,contribution,0.47485239307198296
1996,call,0.47424841411941887
1996,land,0.46622682351864925
1996,south africa,0.30817437930550956
1996,africa,0.29177661814914163
1996,people,0.2859352736009847
1996,south,0.26527753746327887
1996,first,0.5794156512109659
1996,time,0.5705181868295699
1996,vote,0.3817866342115401
1996,year,0.313745728063318
1996,democracy,0.3075533867280839
1996,even,0.5950951988067622
1996,south african,0.5443842027988857
1996,african,0.4634599228954493
1996,south,0.3670319386237473
1996,future,0.5951810578751165
1996,work,0.5690136959120032
1996,together,0.5674353903408033
1996,cape,0.5538979009332277
1996,history,0.5073177765629068
1996,nation,0.4698936040628347
1996,community,0.46370873378218014
1996,black,0.6138951316542749
1996,white,0.587183976948579
1996,democracy,0.5275867175602805
1996,different,0.7117105384313471
1996,possible,0.7024728532020024
1996,efforts,0.6030343625876707
1996,process,0.48959570524827467
1996,south africa,0.38780529924288093
1996,africa,0.3671704278869646
1996,south,0.33382409994691664
1996,business,0.6848990634038714
1996,people,0.4629403406167495
1996,programme,0.3487581156734024
1996,public,0.34013465163136947
1996,new,0.28155942443770643
1996,going,1.0
1996,set,0.5487280198856357
1996,change,0.5482187637578209
1996,take,0.49884124382100753
1996,country,0.3866667308152413
1996,common,0.5454186188081829
1996,build,0.5435314136312668
1996,still,0.5228610200270062
1996,country,0.3656617103139043
1996,cannot,0.7101040843247393
1996,order,0.7040967188002821
1996,situation,1.0
1996,past,1.0
1996,another,1.0
1996,elected,0.8419751825010418
1996,government,0.5395162574495206
1996,nation,0.8028632755958032
1996,government,0.5961631997193197
1996,another,0.5892469752142035
1996,constitution,0.49541834032257637
1996,process,0.47582341474934503
1996,new,0.4253713063303737
1996,parliament,0.7195285048506345
1996,task,0.6944629080861053
1996,approach,0.7384158065567025
1996,question,0.6743456803652075
1996,including,0.5461943431220679
1996,possible,0.5295490293376022
1996,movement,0.5022118461184482
1996,democratic,0.4111360196909972
1996,young,0.4730855991683232
1996,nations,0.4730855991683232
1996,africas,0.46575539999672966
1996,within,0.4232628944370165
1996,democracy,0.3953485314071405
1996,ago,0.6313492031195667
1996,address,0.6018355524407182
1996,years,0.4890727466734
1996,far,0.633310936712304
1996,already,0.6253705199055082
1996,national,0.4558826277384327
1996,south,0.5364558237033401
1996,south africas,0.3265835991708318
1996,africas,0.3135435134179766
1996,south africans,0.2941229639790516
1996,africans,0.2815687352504455
1996,future,0.2753875801668449
1996,south african,0.2652249438369605
1996,first,0.25070313475766
1996,african,0.22579849192655377
1996,country,0.2104513965853642
1996,people,0.192743600020148
1996,south,0.47657719680953436
1996,right,0.40335556123283445
1996,south africans,0.3919399086474359
1996,africans,0.3752104999863042
1996,south african,0.35343122771564156
1996,development,0.31674695149218557
1996,african,0.30089265761895934
1996,youth,0.6091105686985911
1996,build,0.5952813097385818
1996,future,0.5240462549962528
1996,youth,0.36718624915432474
1996,leadership,0.35525151053533405
1996,task,0.35002929274806877
1996,role,0.34967214887272646
1996,therefore,0.33341386112015603
1996,building,0.32711243767795856
1996,nation,0.3065614963972689
1996,community,0.30252644873569884
1996,process,0.3008487199353274
1996,place,0.8087052822682056
1996,role,0.43646890197923194
1996,future,0.3943230452770234
1996,right,0.7705808792698475
1996,today,0.6373422224391765
1996,unity,1.0
1996,different,0.48766948358967194
1996,building,0.4382653940729003
1996,constitution,0.419676412528643
1996,society,0.399386693932049
1996,new,0.3603385044589124
1996,country,0.32345024163685293
1996,approach,0.6028071420054723
1996,action,0.5775548334884072
1996,question,0.5505033731607579
1996,organisation,1.0
1996,bring,0.8105231553086827
1996,national,0.5857065943870335
1996,whole,0.686070579445004
1996,nation,0.5971429129478095
1996,go,0.35153266723325394
1996,government,0.2217031470324125
1996,governments,0.5367865280083983
1996,going,0.5344870946012867
1996,look,0.532244443170547
1996,national,0.378020663148774
1996,economic,0.8047352197901002
1996,government,0.5936339158348174
1996,general,0.7241620400828913
1996,children,0.6896298570269308
1996,matter,0.5918277998810513
1996,women,0.5879066690795042
1996,children,0.5514577080246469
1996,people,1.0
1996,parliament,1.0
1996,parliament,0.5521397443976037
1996,democratic,0.42465537765258543
1996,new,0.40946446693372784
1996,south africa,0.3628022553103279
1996,africa,0.3434977798929452
1996,south,0.3123013960204541
1996,parliament,0.44698874836828234
1996,unity,0.41917927861365717
1996,apartheid,0.3701915621611049
1996,national,0.3270350854727143
1996,south africa,0.29370920614179447
1996,government,0.2805656057107582
1996,africa,0.2780811275760385
1996,people,0.27251396565327834
1996,south,0.2528258679750566
1996,including,0.6290940830262842
1996,various,0.6290940830262842
1996,new,0.4565974916736154
1996,matter,0.7527834499760343
1996,public,0.658268241252895
1996,region,0.7589537298138107
1996,economic,0.6511445584520424
1996,programmes,0.41844953915023464
1996,far,0.4099650168890558
1996,region,0.4000323597777957
1996,reconstruction,0.3693036145097796
1996,within,0.36353599865768305
1996,democracy,0.33956064911881834
1996,political,0.3360918963657122
1996,investment,0.8088050189215465
1996,set,0.37537901110006117
1996,economic,0.33810981607540386
1996,world,0.30100962055441594
1996,trade,0.6494866489373797
1996,things,0.3379116643550088
1996,region,0.3284288221098186
1996,among,0.319946730778384
1996,relations,0.31896836456756045
1996,within,0.2984651039230418
1996,world,0.25085685631851
1996,level,0.8369118345208231
