year,term,score
1951,address,0.7670747755129804
1951,justice,0.6415577049429853
1951,hand,0.6033625944690877
1951,parties,0.583950750057391
1951,war,0.5430976902021787
1951,building,0.41099683380329
1951,men,0.4039660267273933
1951,conditions,0.3955593892372739
1951,create,0.38092589766700935
1951,common,0.3793313787987381
1951,cannot,0.3690728918999293
1951,world,0.2936225254469472
1951,whose,0.7136017648137187
1951,men,0.7005515835787869
1951,become,0.5602332841378063
1951,men,0.5459527582561142
1951,common,0.5126594783873257
1951,peace,0.3539131423334606
1951,history,0.8479613935722682
1951,common,0.4041152741741439
1951,today,0.34300483989316155
1951,forces,0.34587053350994496
1951,fight,0.3455441413216148
1951,common,0.335905323165826
1951,confidence,0.3329063421839284
1951,united,0.31377517824709733
1951,new,0.2988195329036277
1951,human,0.2927749112729474
1951,hope,0.2908372577843303
1951,struggle,0.26084845491545944
1951,world,0.2600084643969108
1951,people,0.2088445564181165
1951,africa,0.6419016497329394
1951,oppression,0.46532565444093416
1951,help,0.4108753021466169
1951,south africa,0.3412090018888557
1951,south,0.29358509925604925
1951,african,0.8196558119484295
1951,people,0.5728563082825925
1951,forces,0.6711879082865133
1951,support,0.5415461754188852
1951,struggle,0.5061961395142729
1951,white,0.5917295119711399
1951,clear,0.5700246418631376
1951,leadership,0.5700246418631376
1951,movement,0.432479608856478
1951,become,0.43084680023815786
1951,order,0.4189425464023304
1951,strength,0.40869550012168354
1951,victory,0.402212394268011
1951,african,0.3507317258807664
1951,history,1.0
1951,party,1.0
1951,power,0.6279276282842395
1951,party,0.5674272887219651
1951,united,0.5326660920792401
1951,party,1.0
1951,clear,1.0
1951,white,0.7713238432748207
1951,parties,0.3646866890625931
1951,economic,0.31900187090385
1951,political,0.2956768511175522
1951,support,0.28788218716929254
1951,white,0.567675898538175
1951,south african,0.5117703855752178
1951,african,0.45374571663987856
1951,south,0.3307316876508371
1951,people,0.31712225100371066
1951,world,0.8309231315954697
1951,strength,0.5563872297056948
1951,struggle,1.0
1951,leaders,0.7292339483476326
1951,even,0.6842644580696285
1951,leadership,0.39318889886704117
1951,matter,0.3851592010773518
1951,spirit,0.37481324292079654
1951,victory,0.374130682688514
1951,leaders,0.36173730817528693
1951,cannot,0.35681591037576404
1951,new,0.3262442975759092
1951,people,0.22801168634834443
1951,african,0.5833131178101483
1951,people,0.40767672768305163
1951,oppression,0.3369442143552121
1951,challenge,0.33179297853607853
1951,confidence,0.324926276591007
1951,national,0.28943173493414687
1951,hope,0.2838656261273339
1951,african,0.49523189722884864
1951,people,0.34611688498361054
1951,live,0.3049427063700542
1951,greatest,0.29609705006446546
1951,indeed,0.28797843039931403
1951,democratic,0.2625084624912986
1951,united,0.2600089012198969
1951,free,0.24748786935334324
1951,hope,0.2410014592383111
1951,south africa,0.209762742827771
1951,africa,0.19730876080097087
1951,south,0.18048531935676243
1951,confidence,0.4911124206364386
1951,years,0.4623121076292109
1951,anc,0.4501874268780859
1951,african,0.4408266396338884
1951,struggle,0.3848106806028604
1951,struggle,1.0
1951,two,0.5332145222718196
1951,clear,0.5250802473846966
1951,past,0.4808349850628575
1951,years,0.4569143510379844
1951,movement,0.510618249112329
1951,face,0.5055693249196446
1951,always,0.5043515491817954
1951,fight,0.4788508914178582
1951,always,0.8673428466840776
1951,people,0.4977111474600109
1951,clear,0.5369184721702126
1951,year,0.5333152523642162
1951,towards,0.525410502627893
1951,struggle,0.3888922724436703
1951,powerful,1.0
1951,two,0.6265352417740279
1951,past,0.5649884821895258
1951,years,0.5368813703308547
1951,struggle,1.0
1951,strong,0.6655458416622785
1951,work,0.5711974871012099
1951,struggle,0.4803979219098606
1951,struggle,1.0
