year,term,score
1962,address,0.6613668639352024
1962,progress,0.6062306910293468
1962,africa,0.4416766017603786
1962,indeed,0.45684870810979306
1962,every,0.44966203937588706
1962,confidence,0.4376270325318633
1962,hope,0.3823244857364138
1962,support,0.3668487172456883
1962,world,0.3417980323256213
1962,freedom,0.6773375377183948
1962,powerful,0.5367071080783689
1962,forces,0.503149421281329
1962,become,0.6347753465421315
1962,countries,0.5780121936400427
1962,national,0.5127983652721044
1962,peaceful,0.43621857201256603
1962,african,0.3874106417326822
1962,world,0.33709324510731664
1962,south africa,0.32818693329424936
1962,country,0.31439281963259147
1962,africa,0.3087018993288367
1962,freedom,0.30182436727558737
1962,south,0.2823805727643598
1962,people,0.2707607593055628
1962,racial,0.5738945251587437
1962,conflict,0.5310217808965949
1962,african,0.48408152344123395
1962,country,0.39284350684342845
1962,police,0.7646582744597178
1962,africans,0.6444359730029716
1962,matter,0.6019490206559792
1962,common,0.5731526016637556
1962,still,0.556015711772047
1962,african,0.6515335648700612
1962,force,0.40169588391849975
1962,south african,0.3674255992739025
1962,violence,0.2933206578612093
1962,government,0.29135312977083916
1962,south,0.23744884807547653
1962,people,0.2276779516797614
1962,political,0.727119004077744
1962,party,0.42397650190000885
1962,leaders,0.4202690339843305
1962,government,0.3389923580547193
1962,president,0.5477312212741055
1962,together,0.523589924574698
1962,anc,0.5188282897442968
1962,freedom,0.3958046309562923
1962,state,0.6928492502237267
1962,africans,0.5960366288254594
1962,people,0.4058327901523006
1962,government,1.0
1962,freedom,0.7942733539494524
1962,struggle,0.44497594172431165
1962,country,0.41367408728665855
1962,years,0.6245421790843565
1962,political,0.5712060774797696
1962,government,0.532607438546195
1962,white,0.5567127120146564
1962,free,0.444752628670703
1962,south africa,0.3769579960164926
1962,africa,0.354577338498572
1962,peace,0.3453176867742863
1962,south,0.32434446354938906
1962,white,0.6585184336702757
1962,strong,0.3182776651129053
1962,accept,0.3126691874455586
1962,years,0.2760053237439087
1962,africans,0.2701406970414888
1962,south africa,0.2229460399762989
1962,country,0.21357533473529447
1962,africa,0.20970934247043707
1962,freedom,0.20503725354632613
1962,south,0.1918285710894154
1962,white,0.673653283323908
1962,south africa,0.45614009921337206
1962,africa,0.4290582613201174
1962,south,0.39247480447729605
1962,history,0.8238106183527377
1962,country,0.5668651207203348
1962,police,0.8321889500535372
1962,country,0.5544921563095292
1962,state,0.6014404203718041
1962,africans,0.5174004597421747
1962,government,0.4508163999912428
1962,country,0.40906082493989715
1962,power,0.5788334821408457
1962,movement,0.5766072319840877
1962,force,0.5766072319840877
1962,strong,0.5098785109553592
1962,today,0.4022661182989809
1962,struggle,0.36803562092382847
1962,south africa,0.35715793895303416
1962,africa,0.3359528455580541
1962,freedom,0.32846819298957536
1962,south,0.3073079794998141
1962,become,0.40406025444810195
1962,clear,0.396420980746651
1962,south african,0.3709889089450272
1962,economic,0.34038679240506126
1962,african,0.32892608306262944
1962,ensure,0.32431366661296507
1962,government,0.29417868527670626
1962,africa,0.2620994253696631
1962,south,0.23975163747941794
1962,nations,0.5446326564722866
1962,united,0.5095946510934135
1962,south africa,0.411116585786854
1962,africa,0.38670787287012404
1962,south,0.3537354025711118
1962,international,0.44427130923002445
1962,struggle,0.36194792244437146
1962,world,0.36078236896942306
1962,south africa,0.35125016883982446
1962,country,0.3364866780938083
1962,africa,0.3303958301204199
1962,freedom,0.32303498162271566
1962,south,0.30222478044742346
1962,african,0.43929610260864
1962,white,0.36639877156952516
1962,party,0.3275901688571788
1962,national,0.2906300332719077
1962,freedom,0.22816490468353057
1962,south,0.21346631834543797
1962,power,0.18125927486060212
1962,powerful,0.18079276481585838
1962,towards,0.17269700978596778
1962,peoples,0.17063216423348768
1962,forces,0.16948867197724524
1962,victory,0.16792543909842358
