term,score
south,60.01287933569526
africa,48.616344183628655
south africa,45.76749693345601
country,43.871693255614446
people,42.87368377891787
apartheid,33.63131118950713
government,27.673591890492016
democratic,26.805955140028484
rights,23.143606423394697
new,22.963183216765884
national,21.555056086628298
black,20.843558303403977
process,20.664230195196765
time,20.548026430462414
anc,20.04251694667294
future,19.83344262370336
african,19.711788099910486
today,19.510918725004625
world,18.072535032094653
first,17.80021286819625
political,17.76438362475327
economic,17.64391632528379
together,17.55531876609436
need,17.274579363802342
struggle,17.204252120976975
constitution,16.444505220891354
democracy,16.34950367668455
policy,15.892716643140467
negotiations,15.74924519388412
economy,15.14486529329198
society,15.096033439089027
elections,14.798393774852443
development,14.357203050375256
cannot,14.331380983567366
years,13.860378622267172
place,13.796944340983101
africans,13.750536165998309
south africans,13.421102893156815
white,13.067611982814697
right,12.737091617016196
education,12.70433063694658
non,12.557192322442932
take,12.506994623548623
want,12.490949578065837
south african,12.43178075542034
racial,12.312653958867784
action,12.277945524564483
community,12.083712370530714
work,12.053428963519462
human,11.908266869446031
system,11.847492696268642
challenge,11.81308632951819
make,11.685480318622124
forces,11.64749083101648
international,11.077830967322628
unity,10.90739333462882
end,10.777264397580801
common,10.674749868479285
history,10.563569056912186
women,10.281964679970525
organisation,10.104401061660498
state,10.076328346625719
change,9.954204190574403
force,9.638575564450521
two,9.599517533613374
vote,9.506569207361917
transformation,9.464638520143724
still,9.453365371021043
organisations,9.317292856500487
days,9.279437705157662
yet,9.185280641380478
leadership,9.099400218939762
remain,8.943825922532277
majority,8.92431417567911
long,8.924234077737117
countries,8.908135290228314
task,8.753134614223011
even,8.628996738160486
business,8.483810204572698
going,8.326419106214987
reconstruction,8.252900559706777
order,8.02862511730945
needs,8.019917066259843
conference,8.007060075916092
therefore,7.924597542384112
others,7.732042857294283
role,7.566057894096669
policies,7.542970734219747
power,7.5367798961283405
approach,7.392361480226867
nation,7.2353995917405065
efforts,6.958315169887586
region,6.916505154652384
social,6.886458409813173
southern,6.882681843229549
institutions,6.7797434321935635
youth,6.750990699626627
taken,6.718789095213021
within,6.686399985687101
life,6.682525893849014
among,6.589330782477498
fact,6.560140094509189
year,6.415598690332963
investment,6.402226325082004
call,6.396585994687133
resources,6.378461647580877
whole,6.3613031142254455
every,6.196491328640912
trade,6.140040862272082
issues,6.138326069113297
general,6.012631543532417
look,5.9837897571255745
leaders,5.970339226659624
particular,5.964067748833046
address,5.924756880953663
back,5.8546815532958965
congress,5.802359286288035
become,5.742744018803835
movement,5.729918283894522
problems,5.632592239497824
go,5.6274242922335596
contribution,5.6195516085923485
experience,5.575484417442579
past,5.459811043349989
peoples,5.409136943523637
already,5.385363367858905
communities,5.356576012848011
possible,5.313228001208295
ago,5.312489434789909
africas,5.139958612115203
challenges,5.137839199342856
continue,5.107633025037032
including,5.0144194432845985
issue,4.998003049712094
liberation,4.905377032547577
elected,4.889529554226769
bring,4.819690056413157
million,4.664822548621565
towards,4.622899279540802
structures,4.58558010129776
sector,4.560241534454561
set,4.377625114597942
president,4.362069253347949
matter,4.329869187587529
forward,4.311915932537609
lives,4.283767798355825
responsibility,4.2313387711041175
use,4.147658679124811
able,4.048043723470404
live,4.017765915603103
things,3.9084766288742974
different,3.8966563738961417
major,3.8885480837266218
achieve,3.8871582775701388
build,3.8701316785018856
programme,3.8505021806793924
another,3.850381657706161
children,3.706101696429025
far,3.6832509519357
local,3.640553245410013
point,3.5895387475983678
always,3.586946691546124
basic,3.5177518846362377
high,3.51564269177675
areas,3.4804751998647596
situation,3.470484666340858
projects,3.3979060546832933
across,3.265751591447668
public,3.251314688532071
building,3.241814847622193
meet,3.127790087385458
question,3.111928961540568
young,3.0543478256137933
south africas,3.0205240060617813
land,3.0079192666024688
indeed,2.875218825517539
making,2.869187868256135
various,2.7535212640817663
relations,2.635913166578053
meeting,2.609536300066538
potential,2.4340499265033357
level,2.078801341071457
working,1.9544894331496563
amongst,1.9106046326967203
example,1.8991977894086074
operation,1.6943127267353941
mandela,1.6906184371893553
campaign,1.6220708464711389
cape,1.5176873667691857
co,1.490244015878004
nations,1.3171928053077
continent,1.2851697914741378
reconstruction development,1.2533140689803242
visit,0.9522992401918959
partnership,0.5037930440342245
parliament,0.38593917626395874
