year,term,score
1960,far,0.5947445038315213
1960,congress,0.5851520564381528
1960,question,0.5512495315266926
1960,government,0.8006227708206918
1960,non,0.5991687398750023
1960,parliament,0.6589033121099658
1960,africans,0.5868381331244887
1960,african,0.4706032626336986
1960,end,0.6746436660178099
1960,year,0.5959380650392335
1960,government,0.4355614153473013
1960,want,0.5355731217005871
1960,peoples,0.5148605121728709
1960,able,0.5123441875398619
1960,democracy,0.4307940549857855
1960,government,1.0
1960,future,1.0
1960,people,1.0
1960,want,0.6069693353964717
1960,congress,0.5799431471533161
1960,white,0.543372958434879
1960,white,1.0
1960,already,0.5044749183029587
1960,organisations,0.48513042388112254
1960,political,0.4188228849947923
1960,african,0.35899690418269686
1960,country,0.33459656532890214
1960,people,0.306442948834079
1960,vote,1.0
1960,mandela,0.7710796490579866
1960,time,0.6367387021444607
1960,forward,0.5228298288991998
1960,amongst,0.5132729728552056
1960,congress,0.5082384189496632
1960,africans,0.4526516705516059
1960,point,0.6037223153391333
1960,congress,0.5802606450057481
1960,question,0.5466415185650183
1960,mandela,1.0
1960,possible,1.0
1960,going,0.4455111148648313
1960,example,0.43772444905975716
1960,power,0.4256492173659886
1960,mandela,0.40721928572603694
1960,economic,0.36644706336562416
1960,work,0.3586487140175398
1960,indeed,1.0
1960,youth,0.5521402173222569
1960,organisation,0.5146920026373164
1960,question,0.5137428732105048
1960,anc,0.4078009110606971
1960,constitutional,0.4246117354868806
1960,youth,0.42018903388188084
1960,action,0.4101799055418677
1960,mandela,0.3924197704099418
1960,political,0.34580764347127324
1960,time,0.32405064199517347
1960,anc,0.31034412176270537
1960,go,0.544775777916066
1960,policy,0.5210230260058663
1960,anc,0.4093247433889937
1960,african,0.39094832989024386
1960,people,0.3337169698609869
1960,including,0.4623393159974039
1960,congress,0.45249265814749723
1960,action,0.4472231468070442
1960,political,0.37703744238481607
1960,time,0.35331557172815203
1960,anc,0.33837121919571644
1960,anc,0.6010583458953788
1960,become,0.38478174429355233
1960,mandela,0.3800090956444668
1960,every,0.36112024901027695
1960,political,0.3348711246764786
1960,years,0.32205350010217715
1960,far,0.6430448716334108
1960,policy,0.6022133449291275
1960,anc,0.4731092688325204
1960,mandela,1.0
1960,action,0.664163474375269
1960,going,0.3475775331533231
1960,set,0.31740707660890966
1960,change,0.3171125017140308
1960,programme,0.30864107289568593
1960,political,0.2799659403719401
1960,anc,0.25125466579057104
1960,point,0.3856779218356045
1960,right,0.35491174197871017
1960,still,0.3528429656332585
1960,organisation,0.3498579713006205
1960,even,0.339952446019912
1960,every,0.33308705140190975
1960,political,0.30887560535259617
1960,south africa,0.24357439589475408
1960,africa,0.23061395844148594
1960,south,0.2096696554648044
1960,congress,1.0
1960,mandela,1.0
1960,government,0.8155902711095196
1960,africans,0.5786298554961541
1960,matter,0.560700489889247
1960,racial,0.5366915433564039
1960,fact,0.5146358570644913
1960,country,0.36431728280604025
1960,question,0.8300258060724209
1960,mandela,0.4165540261033257
1960,democracy,0.3708637277908661
