term,score
people,61.65835494288299
anc,59.807108330371065
apartheid,38.98271793816075
government,38.46259137374456
country,38.354016014905454
south,34.77469118715257
democratic,28.582776407950345
system,28.314745880958107
africa,27.523235441918043
white,26.466769937242386
south africa,24.48369644420594
president,24.396084205998704
political,24.22642602353977
process,22.571927590323465
black,20.67125231002499
today,20.468776593858266
negotiations,18.973350927876773
new,18.916177093620547
rights,17.685048351323697
future,17.358188620150482
african,17.295867666461007
place,16.857923507762578
power,16.756934931817618
economic,16.68749258110908
therefore,16.45828656537749
need,16.0840652627195
still,16.053576691356522
make,15.918178601814832
time,15.908775533724855
movement,15.816629861683701
take,15.594917325161473
national,15.474538962599814
racial,15.426027422331302
every,15.307162019396987
together,15.087068950436098
economy,14.42320253828983
vote,14.137303501108521
continue,14.0391206263741
organisation,13.88398544388934
south african,13.692394449231111
question,13.4802750850582
cannot,13.271539703648338
meeting,13.106101685041995
end,13.092971617684181
leaders,12.430377703967727
non,12.410030998722283
right,12.174798201440131
years,12.07590206507711
work,11.761499473522372
human,11.619002304802166
organisations,11.508503017576668
elected,11.110666544143976
even,11.066094331560937
land,10.989226170514407
issue,10.859830417450647
world,10.745075382986
non racial,10.724850870044245
address,10.614950306330229
fact,10.57265958940957
africans,10.5016235983566
structures,9.914083300418147
far,9.893402129489235
state,9.817554153560193
first,9.644825827017852
policy,9.562583321720028
call,9.549366485677158
constitution,9.441022941736923
women,9.394775709247831
democracy,9.26562863247367
point,9.157104416617713
situation,8.810542376984188
society,8.692700448467907
possible,8.616969250517268
needs,8.61112422014417
go,8.404989952149652
long,8.317709751179203
able,8.304755930998144
majority,8.272701780632099
yet,8.220467813532608
education,8.16579108152791
matter,8.056245412669721
act,7.9279157459658345
want,7.916954177759186
become,7.8724794274992735
bring,7.757499580609655
common,7.673034378545644
leadership,7.645217516178658
set,7.57142501301861
within,7.558213837417913
history,7.537850908077327
south africans,7.536519685989086
among,7.483885919025077
congress,7.427370268938752
unity,7.275106313462207
various,7.185878706608566
community,7.1378560836708935
international,7.065487228169292
two,7.018979696816737
year,6.960058197402166
different,6.949823427827961
back,6.7315831584316825
indeed,6.715324855613611
working,6.673893350105216
resources,6.525517651968512
conference,6.510398198574628
look,6.350864451727371
peoples,6.306077952255271
others,6.233548520609691
order,6.23222407256107
going,6.177048684531452
towards,6.157627236481101
change,6.0619514836805335
forward,6.020447279795375
always,5.8990300349381135
including,5.891612647518794
liberation,5.876357923862799
nation,5.841177982533544
issues,5.806633660474713
whole,5.775491274354336
building,5.748016330355822
efforts,5.627956398911828
general,5.591412439509358
taken,5.525976881944624
basic,5.488386077680458
days,5.443286888674983
visit,5.430063842437409
life,5.406925028199797
parliament,5.200645227462821
basis,5.187032629801261
youth,5.1605673894753945
sector,5.088341071264052
things,5.062509290444753
constitutional,4.966378485962943
areas,4.848577137725618
elections,4.829077632087371
responsibility,4.712014313628928
lives,4.686776541909736
level,4.651713855057933
social,4.544711073915036
build,4.529765980361999
public,4.482826688391338
action,4.251990766685275
children,4.152148226055614
task,4.034096806985076
live,4.005545995147258
making,3.9025311884771834
amongst,3.7612831857476916
local,3.6582079073199525
approach,3.6349968891893614
private,3.4894125860855167
countries,3.4781085569200254
transformation,3.459007155632999
given,3.429816073922251
particular,3.2115255466256496
contribution,3.1919674671868616
across,3.0903503967976333
past,3.0391576924260413
already,2.8896943808804956
communities,2.8375855502349117
example,2.7114241001181982
investment,2.6930210376816297
mandela,2.6306435732903726
institutions,2.628425381711211
governments,2.5138604557150406
trade,2.471971448802257
major,2.4106516477762248
cape,2.3800286541368285
development,2.2815885569053274
role,2.1651562397626805
operation,2.157457006461372
young,2.1496391664265735
labour,2.096922078082192
business,2.0851955568564633
ago,2.052557098131173
reconstruction,2.0170613506785826
region,1.978386130848356
relations,1.773996758702344
nations,1.7592539745212792
million,1.681766138280135
southern,1.6150404583096742
programme,1.3576776456090207
partnership,1.2652675552125348
another,1.0067655453852502
council,0.5896968729939499
programmes,0.5446363980634376
services,0.5137722827489996
local government,0.45554216231924577
gentlemen,0.39642837927827573
