term,score
south,57.69008062100584
africa,47.486931519489346
south africa,43.417218157870956
people,41.23931248699335
country,39.10874888458324
democratic,29.301734415570003
government,28.663933316365814
apartheid,23.446796415436467
new,23.288474765063974
time,21.752300137527516
anc,21.190626460566413
future,20.975913548690865
world,20.001367736213318
first,19.69095740062604
rights,19.505460505718084
african,19.334938179715074
today,19.034778142974204
constitution,18.810206200288732
black,18.692493687442635
process,18.308678110483783
national,17.700627288266624
political,16.89380009097489
need,16.604888943969303
elections,15.971584094170368
democracy,15.533876327531864
non,15.357071504929866
economy,15.050857253202407
community,14.417716940574175
development,14.322138778349643
work,13.783257991107348
south african,13.707317975869996
economic,13.590174845912824
society,13.457125954686713
place,13.342068262626187
africans,13.294256622008033
together,13.060251350056808
right,12.965774857992564
south africans,12.909759440829303
international,12.854677814238915
white,12.844935390044522
years,12.739644411608108
council,12.662724819052025
cannot,12.567016697382696
education,12.430361576518534
unity,12.138936633856703
policy,12.116555925912216
system,11.641637886310246
negotiations,11.627427593551383
business,11.4719600842843
action,11.18759586841411
change,10.887099877282767
take,10.832982981512924
vote,10.612064121407824
transformation,10.599007731325752
human,10.566938087419489
racial,10.477454175047905
countries,10.430077148367344
history,10.375179007736502
state,10.344144782747065
make,9.80342366947076
non racial,9.696386178529577
constitutional,9.557553334945863
within,9.516936252442104
order,9.428554994823482
two,9.402877575425881
investment,8.83124561804463
reconstruction,8.584521945994673
organisation,8.5309946114284
going,8.425471509785835
end,8.389945992211727
approach,8.309741264510073
needs,8.264165437018674
therefore,8.01411903826913
organisations,7.9643210669161215
region,7.888143229566852
fact,7.7610373294115576
task,7.741532040178954
among,7.717396472989759
go,7.708147621921529
power,7.700751875537846
issue,7.691762215298174
southern,7.683972241318839
common,7.58608175349851
women,7.2199340931671125
look,6.920497919733751
year,6.90487948578415
act,6.901259011821341
movement,6.900439411924326
president,6.673185456663443
youth,6.543395339003984
life,6.540074564854421
become,6.538892965028841
continue,6.523718989544356
long,6.518028734049109
role,6.488682319507468
leaders,6.481495273622139
conference,6.477128395529398
still,6.455210789446175
leadership,6.36307499695469
elected,6.2470676516991395
nation,6.236677449914733
resources,6.080827911958369
efforts,5.879991637790704
able,5.857717067611058
institutions,5.815408495338841
past,5.754558105926695
issues,5.62509432503341
yet,5.620854805848955
different,5.551818470656899
set,5.493055592176701
possible,5.470509979980577
making,5.413444131763218
majority,5.3986522351418635
whole,5.363781197869239
address,5.2499443427260575
social,5.230271577573621
responsibility,5.227368333004609
general,5.226348356790441
programme,5.223286729567459
various,5.103894858040449
days,5.082463475526869
structures,5.067624202921663
call,5.034886117811127
even,4.951738822258404
every,4.950337965856426
trade,4.917962583244955
sector,4.910319877713183
towards,4.793963807577016
million,4.791503577863757
others,4.784202546356257
basis,4.763992534515911
particular,4.762595978923507
young,4.741472860906457
situation,4.73388100430607
given,4.733518980535731
liberation,4.730177158270439
taken,4.649360667990365
communities,4.628084775218349
peoples,4.622764633450794
congress,4.437658515793733
africas,4.42746446634118
local,4.407535182340957
relations,4.387494652322676
already,4.3776552514990765
land,4.347611920406881
bring,4.272166829036612
including,4.242051292630519
projects,4.189282298609348
public,4.144334558901106
lives,4.13954883371416
things,4.090587822474329
ago,4.062373866244477
areas,3.917135990193543
back,3.8493313638741777
example,3.8368142390221633
across,3.8095289104294503
forward,3.684620433982689
major,3.663605087989918
contribution,3.619640144606436
south africas,3.53981544129818
want,3.472869470640254
matter,3.4374898395792255
build,3.2548802688578924
basic,3.1742730366950846
far,3.171956969861692
children,3.048339181215161
indeed,3.006875944361843
always,2.9039058093889407
governments,2.8811067845957394
point,2.8612418469176877
building,2.7925126749277127
meeting,2.588632018452798
cape,2.487018526335938
question,2.431752215486785
reconstruction development,2.377445758348125
live,2.3502621869254257
another,2.345073773795268
labour,2.3308250185066166
continent,2.085797031693287
visit,2.0762767840082046
nations,1.8127541614501008
programmes,1.8068906210172764
services,1.7633459235510365
local government,1.720973347067007
service,1.6734744883393393
project,1.4350520613115765
level,1.4300875179931754
amongst,1.395929868973232
working,1.2613459239309428
co,1.2601198100748818
mandela,1.1937489346438968
gentlemen,1.0
co operation,0.9285752874910302
operation,0.9040487817339105
parliament,0.7328190208122691
provincial,0.5740217533101237
private,0.30494733019683784
