year,term,score
1991,various,0.6732898908219986
1991,issues,0.625989029393914
1991,people,0.39346976757479946
1991,high,0.542833044379111
1991,leadership,0.5108476342928419
1991,unity,0.493378753426202
1991,take,0.44826820781215343
1991,already,1.0
1991,far,0.6624539690347339
1991,non,0.6145505337125273
1991,country,0.42834843343214846
1991,future,1.0
1991,youth,0.5460757759954308
1991,international,0.48586857095745173
1991,meet,0.28498487640251546
1991,visit,0.28454806538751504
1991,experience,0.27584211487482285
1991,resources,0.26579945834174645
1991,areas,0.2629698767958278
1991,make,0.23325145327722946
1991,country,0.1823495993455544
1991,responsibility,0.7402691530616242
1991,leaders,0.6723106283745822
1991,negotiations,0.6819451271833971
1991,process,0.5727503897870495
1991,country,0.45487122849176037
1991,vote,0.510261115820324
1991,situation,0.5026363211638387
1991,still,0.4471307413940472
1991,south africa,0.3301902020004592
1991,africa,0.31178597709764005
1991,south,0.28430328421820217
1991,south africa,0.6162749233632349
1991,africa,0.5819248359807848
1991,south,0.5306304779244929
1991,time,1.0
1991,liberation,0.5644045794017719
1991,movement,0.5178979830782687
1991,even,0.49090777964747895
1991,world,0.41501650781065624
1991,land,0.7224505748167102
1991,areas,0.6914225675713839
1991,years,0.7863284553258659
1991,government,0.6178086761650708
1991,africans,0.7603462922188858
1991,anc,0.6495179103835341
1991,among,1.0
1991,black,0.7166598848675139
1991,white,0.6974228340265909
1991,government,1.0
1991,government,1.0
1991,white,1.0
1991,country,0.7163219795206861
1991,institutions,0.5425060184328829
1991,political,0.4388280319437972
1991,example,0.5140605866516995
1991,question,0.4817083884830544
1991,local,0.45893236600029724
1991,take,0.43507864063071033
1991,government,0.3221589694866056
1991,parliament,0.45496734865953264
1991,racial,0.44068290839774577
1991,non,0.43036819349335914
1991,local,0.4083657741930226
1991,system,0.4057690383271857
1991,government,0.2866624948120108
1991,going,0.44757706667242686
1991,particular,0.4382882251146598
1991,racial,0.4300195078499155
1991,non,0.41995438269467994
1991,white,0.4099428109847422
1991,government,0.27972599478904686
1991,parliament,0.7444599555739642
1991,education,0.6676671135729326
1991,make,0.7126550390169195
1991,process,0.7015146437272659
1991,policy,1.0
1991,white,1.0
1991,white,1.0
1991,state,0.5873697579233271
1991,economy,0.5858011970151022
1991,needs,0.5584207419614403
1991,every,0.7668630720253392
1991,anc,0.6418107421692624
1991,democracy,1.0
1991,still,0.7108717743033675
1991,history,0.7033216337485874
1991,whole,0.5436778651421242
1991,white,0.5159147553748715
1991,state,0.5135838861071537
1991,world,0.4177055614569466
1991,political,0.7246016809781188
1991,democratic,0.6891679069165109
1991,cannot,1.0
1991,power,1.0
1991,point,0.6171537295904544
1991,indeed,0.5941566462494848
1991,future,0.5158479948300244
1991,question,1.0
1991,anc,1.0
1991,south africa,0.6162749233632349
1991,africa,0.5819248359807848
1991,south,0.5306304779244929
1991,people,0.5994554353993378
1991,liberation,0.5098942451929346
1991,movement,0.46787926747252034
1991,years,0.4021815892836165
1991,projects,0.5416427014301217
1991,operation,0.5300181293409403
1991,able,0.5134797314967094
1991,development,0.40254506815942676
1991,visit,0.5256756906398711
1991,yet,0.49267108722884506
1991,want,0.4571324056595234
1991,time,0.39810345522583124
1991,country,0.33687367174095695
1991,youth,0.7403268238448195
1991,majority,0.25063647558004504
1991,particular,0.24677560794827316
1991,young,0.2464691786111312
1991,task,0.23842716821377197
1991,still,0.22640775055497672
1991,today,0.19431682942496595
1991,apartheid,0.1928244631758722
1991,anc,0.1868779281579443
1991,country,0.16481021578221317
1991,people,0.1493929021464763
1991,remain,0.5360550015541997
1991,call,0.5183574188869676
1991,therefore,0.4734068402432766
1991,place,0.46886734286410325
1991,still,0.6091538493297215
1991,place,0.5998172989839912
1991,apartheid,0.5187974515033128
1991,vote,0.6897071753361825
1991,still,0.6043754287588183
1991,people,0.39879111499929226
1991,operation,0.6246961451446612
1991,co,0.5912249579280641
1991,work,0.5101056511786153
1991,meeting,0.6351491443688566
1991,taken,0.6106681234626652
1991,anc,0.4729376358401774
1991,people,1.0
1991,world,1.0
1991,province,0.6235777757232281
1991,visit,0.6147506699851407
1991,first,0.4829413746790514
1991,particular,0.7134083586419921
1991,leadership,0.7007485382216211
1991,anc,1.0
1991,achieve,0.583007236646768
1991,congress,0.5669638577012699
1991,national,0.41559974210459816
1991,african,0.40734678155176957
1991,matter,0.5443109811071899
1991,every,0.5181438304548885
1991,life,0.5091311804427553
1991,african,0.419568788053438
1991,today,1.0
1991,far,0.7677778120454356
1991,take,0.6407161862562267
1991,south,0.4683602971975067
1991,movement,0.37935717205573977
1991,south africans,0.3724475868978265
1991,business,0.3708230829287592
1991,africans,0.3558686677081304
1991,new,0.3064807648678012
1991,south africa,0.2719771274642537
1991,africa,0.2568175976176719
1991,challenge,1.0
1991,today,1.0
1991,peoples,0.5714704604238304
1991,countries,0.4959073822419466
1991,future,0.485001182279793
1991,democratic,0.43848743914520283
1991,common,0.35780892531469066
1991,end,0.3472650549160406
1991,white,0.3379435404044104
1991,building,0.33347125720979953
1991,nation,0.3060166912495609
1991,south african,0.3049168764340287
1991,together,0.300872529795721
1991,new,0.2758482479102316
1991,african,0.26472816139579675
1991,country,0.2413029190053562
1991,south,0.21077402268356996
1991,nations,0.3983217992500382
1991,peoples,0.39507978578791403
1991,among,0.3771402085937959
1991,past,0.3544277006050956
1991,within,0.35272451046567876
1991,countries,0.3428400869600283
1991,new,0.2973815673934555
1991,world,0.29497164791586394
1991,life,1.0
1991,want,1.0
1991,people,0.49516441145972856
1991,far,0.42240798107034194
1991,peoples,0.414812666664059
1991,movement,0.38647937516473374
1991,countries,0.3599637739693686
1991,africa,0.2616391937991412
1991,south,0.23857674026822534
1991,situation,0.5478269017052145
1991,continent,0.5409436925189077
1991,economic,0.4520841286287749
1991,need,0.45042818288161796
1991,ago,0.36261338970912965
1991,various,0.359328778354977
1991,things,0.35277773194331064
1991,already,0.350438005806879
1991,action,0.3344346185546917
1991,conference,0.33236543877553226
1991,years,0.2817711698860413
1991,development,0.268663011392496
1991,world,0.2626814001113373
1991,africa,0.22191397379715988
1991,including,0.5254340367571403
1991,trade,0.5179871881819732
1991,issues,0.4982636955468813
1991,countries,0.45534781826247256
1991,challenge,0.649313676610492
1991,time,0.5428074301761138
1991,development,0.5326836238445561
1991,world,0.6180035124439665
1991,situation,0.4208366601884008
1991,therefore,0.37219519743634066
1991,human,0.3666251720359936
1991,development,0.3160381447524686
1991,africa,0.26104553883319287
1991,achieve,0.747773554259934
1991,state,0.6639538474543737
1991,liberation,0.5572902680077109
1991,democracy,0.45267403427611197
1991,south africa,0.3666226002466787
1991,country,0.36139523263760837
1991,africa,0.34618769712563807
1991,south,0.3156726295548978
1991,racial,0.373197400655643
1991,task,0.3675054346833198
1991,non,0.36446226544285015
1991,south africans,0.35290819987372474
1991,building,0.35106536415898776
1991,africans,0.33719904579967075
1991,democracy,0.3181964408659437
1991,national,0.2843417952058334
1991,south,0.22189456341092945
1991,two,0.8067946426761429
1991,future,0.38736637029056015
1991,african,0.3297099499301761
1991,country,0.30053460471970983
1991,others,0.6108356645425799
1991,continue,0.5974554181202136
1991,society,0.5195448145074932
1991,problems,0.8297022789054087
1991,country,0.5582061701371379
1991,order,0.9313188311606183
1991,anc,0.36420493506488844
1991,ago,0.562140578893509
1991,days,0.552222447865381
1991,matter,0.5111378363819712
1991,government,0.34320030573062527
1991,past,0.7788803416624653
1991,african,0.6271725547022615
1991,two,1.0
1991,history,0.7149123735008371
1991,struggle,0.6992140575069978
1991,rights,0.5231104451518385
1991,place,0.5084558752877113
1991,human,0.5056957793082958
1991,political,0.4605430097702366
1991,african,0.6516129732032975
1991,continent,0.45285312096967584
1991,leaders,0.39623144662511217
1991,political,0.3638632877632617
1991,africa,0.2844797576360459
1991,basic,1.0
1991,rights,0.6203674608038311
1991,human,0.5997150495774218
1991,anc,0.5054563016583703
1991,indeed,0.517972811907321
1991,power,0.5091284531697386
1991,right,0.4990467550236124
1991,every,0.472699397712981
1991,right,0.5835150759865202
1991,life,0.5430943164442857
1991,apartheid,0.4772975127397357
1991,people,0.36979156814998004
1991,point,0.6186281816591547
1991,matter,0.5709685027039576
1991,human,0.5397167236403636
1991,use,0.7526128481596462
1991,mandela,0.658463287347917
1991,lives,1.0
1991,rights,0.530809429330716
1991,want,0.5175761913369562
1991,human,0.5131384596070797
1991,anc,0.4324871757252502
1991,political,1.0
1991,south africas,0.46192806971717776
1991,africas,0.44438344941812624
1991,cannot,0.39792932937153386
1991,take,0.38491765430936875
1991,political,0.36542247041676273
1991,government,0.28501669185539596
1991,south,0.26051556574573587
1991,matter,1.0
1991,today,0.5822945337304322
1991,south africa,0.5010178968463528
1991,africa,0.47309203472799444
1991,south,0.43139085491493917
1991,even,0.7636677309640442
1991,world,0.6456094769163697
1991,rights,0.8120899637424562
1991,country,0.5835322534263004
1991,issue,0.8493357367276877
1991,government,0.5278530158265992
1991,basic,0.6719962156106919
1991,make,0.5474433040157962
1991,democratic,0.49872529020812345
1991,possible,0.5836311176872424
1991,reconstruction,0.5450826269809949
1991,society,0.47535690695382204
1991,government,0.3691821491377031
1991,already,0.5666538908062855
1991,new,0.4282227823317929
1991,south africa,0.38001341553551893
1991,africa,0.35883213176867224
1991,people,0.33955329620163655
1991,south,0.3272025076127915
1991,basic,0.47825532453498903
1991,look,0.473146161140786
1991,order,0.4415796336694156
1991,social,0.4352288722001844
1991,needs,0.40371748870145563
1991,remain,1.0
1991,yet,0.4053589093062097
1991,areas,0.399715423383632
1991,white,0.38817833312425065
1991,life,0.3689893286940919
1991,south african,0.3502423058418952
1991,political,0.3395985266343472
1991,african,0.3040795995055714
1991,south,0.24210526022569123
1991,land,1.0
1991,build,0.7339910204948974
1991,past,0.6791591726781426
1991,look,0.4279798353872463
1991,situation,0.42546817116308067
1991,black,0.3964962493743497
1991,south africans,0.3827455698597559
1991,education,0.37476558259598886
1991,africans,0.36570825213735697
1991,south,0.24065510847264734
1991,south africa,0.6162749233632349
1991,africa,0.5819248359807848
1991,south,0.5306304779244929
1991,making,0.4813026207924052
1991,state,0.43514520357873065
1991,building,0.43133531616628457
1991,apartheid,0.36517176424156256
1991,democratic,0.36371480153283187
1991,new,0.3568016392831679
1991,question,1.0
1991,south africa,0.4663962933077583
1991,africa,0.4404001788747042
1991,south,0.40158065603172316
1991,remain,0.35550589290588896
1991,situation,0.3549889058675586
1991,continue,0.325267754197023
1991,new,0.26278219429179034
1991,projects,0.4993042584216037
1991,resources,0.4664055658064324
1991,communities,0.4338540878236593
1991,needs,0.4241108855742268
1991,need,0.40627785187354193
1991,apartheid,0.5793272348808413
1991,south africa,0.5023226449127872
1991,africa,0.4743240584170528
1991,south,0.4325142806196309
1991,want,0.8195825051802363
1991,lives,0.45105533704345124
1991,apartheid,0.3533179872679941
1991,future,1.0
1991,projects,1.0
1991,education,1.0
1991,transformation,0.8300140146672667
1991,country,0.5577425350965503
1991,go,1.0
1991,vote,0.5115042736133409
1991,every,0.4420474462612216
1991,democracy,0.4086837075201449
1991,south africa,0.3309946499783044
1991,africa,0.3125455865508495
1991,people,0.29575357034924293
1991,south,0.2849959371215847
1991,non,0.7812701918490432
1991,therefore,0.37187290953244223
1991,constitution,0.36744318200448095
1991,democracy,0.34104682153988325
1991,making,0.5769961388128166
1991,constitution,0.5049556298841276
1991,process,0.4711408844307785
1991,democratic,0.4360292818850686
1991,vote,0.4911307213283676
1991,making,0.4830933222639202
1991,elected,0.4673484736985075
1991,constitution,0.42277699351421566
