term,score
apartheid,2.0
congress,1.670120452376884
national,1.6064805195641862
power,1.4983237901227295
african,1.1999322035055806
government,1.0
today,1.0
others,1.0
across,1.0
different,1.0
future,0.9720297277606091
people,0.887734217324923
make,0.8159060507771871
problems,0.6133442665501028
movement,0.5838877855243814
peoples,0.5025612742731089
forward,0.4743803936181368
organisation,0.47236954106061346
unity,0.4344315286439
years,0.3719900173114864
south africa,0.34643470285084016
africa,0.3271250378553921
south,0.2982902678242217
