year,term,score
2008,today,0.770744382103284
2008,lives,0.4881981908083959
2008,democracy,0.40940887135922693
2008,social,0.43257510057862314
2008,challenge,0.4279510072381737
2008,leaders,0.4039086840655509
2008,future,0.39019692087164565
2008,nation,0.3839184193883653
2008,country,0.30273066112849817
2008,people,0.27441146060066457
2008,make,1.0
2008,within,1.0
2008,world,1.0
2008,across,0.7102682988091539
2008,far,0.7039310645984809
2008,children,0.631244858147186
2008,together,0.5635350076459721
2008,today,0.5328773069105056
2008,year,1.0
2008,example,0.5925953169318339
2008,others,0.562204893454604
2008,world,0.4406531624569517
2008,africa,0.3722650111719392
2008,look,0.7306223188753066
2008,world,0.5333153531433142
2008,people,0.42633995973036815
2008,things,0.716451322538324
2008,common,0.6976370850471513
2008,children,0.597269140926088
2008,past,0.582632124453414
2008,future,0.5511890608968164
2008,anc,1.0
2008,democracy,1.0
2008,non,0.813538971953121
2008,live,0.4365801829771096
2008,every,0.3841250902312066
