term,score
people,27.40520174117764
world,26.128659384618306
children,20.009453126824976
country,19.690401672839
life,12.587951510298259
south,11.115757790250541
president,10.744335030276737
africa,10.522645829163901
work,10.41451080352442
first,10.261693811792433
countries,9.834986996523359
even,9.7407072801003
leadership,9.697990609241998
million,9.65874755518456
african,9.639681648747839
leaders,9.512625202207047
youth,8.82235634077363
need,8.592292541131894
democratic,8.52188305066971
today,8.413680135263336
south africa,8.322155245240294
future,8.211874596436196
struggle,8.2036626843126
society,8.059143737927068
years,8.045288025663277
national,7.937808656852525
make,7.624835120812789
example,7.40931824730132
together,7.404646316832383
education,7.3501171764711035
others,7.308456312512526
young,7.280561217397271
two,7.134091087715097
government,7.070991766623938
human,6.9201012668965465
time,6.654119804073575
organisation,6.421657260472517
live,6.1890083553331365
different,6.161266027626558
building,6.0426756697973
mandela,6.032470733289329
take,6.010602503890911
use,5.9214222418035
international,5.599188579236968
challenges,5.542961303988611
continue,5.437186520847202
private,5.367787726335318
community,5.352030731242346
past,5.268261931982382
every,5.1720138182348006
want,5.0724935275125675
change,5.039566403630176
year,5.02152046462293
new,4.945662198716351
continent,4.929394878969973
call,4.914841570563393
days,4.88243408850949
challenge,4.84431153190595
history,4.78053512780517
resources,4.677044391531633
lives,4.621746507521044
cannot,4.616614129324493
place,4.538131563058537
responsibility,4.464930980065896
end,4.457675051804885
economic,4.451131186976941
women,4.434757311457532
role,4.415327753739736
south african,4.4036555763556375
partnership,4.285179695492683
development,4.23932034008442
public,4.227854541035709
within,4.120239718387822
look,4.069096636572956
sector,4.003593174156635
liberation,3.919179128816094
racial,3.899010962572568
indeed,3.7859671729257247
able,3.738254046000805
right,3.731586524041265
communities,3.7259997048576423
going,3.7125900629297512
minister,3.6766114463082316
already,3.670936588319168
common,3.6679331747009956
efforts,3.65917674938828
question,3.638164716333731
yet,3.63644775667266
amongst,3.630314891045384
movement,3.5919712583727526
economy,3.5578530858785955
long,3.5202902250580435
fact,3.4663986214903257
across,3.3196757801123224
approach,3.3146178703381834
needs,3.3125387460636837
nations,3.243940095690641
things,3.229282381998794
institutions,3.2160438526790425
conference,3.165567288321622
campaign,3.078624549781234
address,3.06941926922011
forward,3.063307987242514
nation,3.0380837500005824
political,3.033970289234316
high,3.0151214504500268
business,2.9362025411932224
policy,2.928783449796638
ons,2.92702256464307
back,2.8645644437126707
co,2.8367892283270937
taken,2.835647710525715
build,2.820794084305759
working,2.8039895436480995
constitution,2.6694911633013043
anc,2.6492772522570043
remain,2.558486500184782
meeting,2.482664916622971
unity,2.4733371746176367
order,2.41406923835738
black,2.393832922108162
another,2.386390629417005
programme,2.336901466857628
go,2.288744039615502
point,2.279838557041531
action,2.265536632148275
still,2.2521370396327125
achieve,2.2379953860044366
en,2.236579305037498
major,2.1664029300930965
operation,2.161483706412823
organisations,2.1191124563254653
social,2.086478832479868
democracy,2.02894802995106
congress,1.982081439619431
contribution,1.9465251042498803
policies,1.912533475689309
particular,1.9015470168522024
peoples,1.8450144987796044
meet,1.8448413033550488
possible,1.769061046082106
region,1.7640735951180957
always,1.7307890269162207
province,1.7229451000701659
therefore,1.7182378950501773
task,1.6240438374868351
bring,1.6239697689730115
non,1.5983783374650993
experience,1.5650732358856752
state,1.5008301469257734
become,1.4821377313615942
set,1.4334712170136972
issues,1.4297053003542146
elections,1.4217063240260313
visit,1.3933586819555526
towards,1.3580860083968744
areas,1.3391711253266856
land,1.318821697855576
various,1.301281755967101
elected,1.1809251042541034
apartheid,1.146344840052075
system,1.1241172945317799
far,1.1191921653072507
power,1.1136546024344558
situation,1.0
including,1.0
africans,0.9941829453567244
trade,0.9210777694973751
making,0.8926467147610917
ago,0.8643126035637745
transformation,0.8260176214464967
structures,0.7718958271393667
whole,0.7208355598701156
general,0.6472749170156571
rights,0.6387657666121886
matter,0.6178152622248931
investment,0.6050187189104551
process,0.5626184890820077
south africas,0.4518788087519057
africas,0.43471587226789005
majority,0.4277937452007442
issue,0.40426149122712735
level,0.304269105316249
white,0.26755509142065886
