term,score,date
world,6.778768292898825,2005
life,5.319645774342387,2005
people,4.7281812625322415,2005
leaders,4.497517514553885,2005
public,4.0886571785807915,2005
today,3.974970169096864,2005
first,3.784929161504857,2005
act,3.4566353922107576,2005
africa,3.416401529067085,2005
become,3.385973253543579,2005
action,3.2719525783009105,2005
mandela,3.2046721759861523,2005
women,3.1907115719522476,2005
future,3.180874973719824,2005
years,2.8571257332173987,2005
point,2.719714686711416,2005
young,2.7125202636323316,2005
every,2.6913321752698702,2005
yet,2.653832972871186,2005
take,2.644457865868126,2005
long,2.596141647627438,2005
children,2.566638719295705,2005
need,2.3958358628162673,2005
education,2.263933855868624,2005
time,2.2469552652655604,2005
common,2.2212854735130945,2005
even,2.2197202804327945,2005
apartheid,2.2171080951449667,2005
south,2.1463164362348186,2005
project,2.098147750125075,2005
power,2.0305452313833574,2005
work,2.018556631840157,2005
society,2.006612999919839,2005
live,1.989726961181189,2005
place,1.9285039269606996,2005
history,1.892750999917086,2005
president,1.8780754462521978,2005
past,1.8357522662685886,2005
south africa,1.828329352089681,2005
human,1.677233291253204,2005
back,1.6438846219906385,2005
lives,1.6307520873995913,2005
particular,1.5963181512953475,2005
contribution,1.5523706784109144,2005
right,1.5156291336863,2005
country,1.480124942729181,2005
look,1.4768748231111704,2005
constitution,1.3695599374696936,2005
leadership,1.3490595427326126,2005
ago,1.3354394957900262,2005
