term,score,date
people,22.232273810040038,1999
south,20.7866868228901,1999
africa,17.76457136990517,1999
country,17.25111171847734,1999
time,14.736779729581068,1999
new,14.076740573068214,1999
south africa,13.890650236514604,1999
government,13.880674693221273,1999
world,13.825466023604992,1999
countries,13.542986631433449,1999
first,13.32567417780593,1999
nation,12.562668434771805,1999
society,11.19286176125961,1999
public,10.890033906204478,1999
today,10.8121883974272,1999
need,10.805005557625748,1999
needs,10.477765394429282,1999
years,10.120635659082483,1999
long,9.945149686990861,1999
still,9.542188593521704,1999
take,9.209388991458743,1999
president,9.153433831467725,1999
democratic,9.146257394182761,1999
two,8.730225061612494,1999
another,8.721580383446593,1999
development,8.703630859541848,1999
process,8.63666323093318,1999
democracy,8.120550438983727,1999
building,7.9069660830023905,1999
national,7.787187167025805,1999
parliament,7.64020865404499,1999
partnership,7.192726820024853,1999
yet,7.178461140284598,1999
visit,7.0937610798009025,1999
every,7.07957325648139,1999
possible,7.060753463324623,1999
community,6.986793240229521,1999
african,6.866124475995348,1999
given,6.71485845419763,1999
far,6.67344374903365,1999
indeed,6.6455587179557085,1999
history,6.641423531858996,1999
life,6.639300133820815,1999
things,6.601592948729173,1999
cape,6.547987514208058,1999
others,6.51248170232632,1999
within,6.452849275024347,1999
across,6.360200367401298,1999
en,6.318597938258167,1999
peoples,6.284132688717059,1999
