term,score,date
people,10.435668551721218,2004
democracy,6.972311741104901,2004
africa,6.289745629423656,2004
country,5.839921665310721,2004
non,5.422138916017264,2004
mandela,5.410652803776095,2004
time,4.860853197059766,2004
world,4.714347071668651,2004
development,4.475367300479826,2004
today,4.438626602238751,2004
president,4.404368756947195,2004
continent,4.369124999101945,2004
society,3.877616649722332,2004
african,3.845063713268786,2004
even,3.587726031697805,2004
history,3.4247164761216746,2004
make,3.3001755957572287,2004
democratic,3.1251803396792575,2004
human,3.1108502785901018,2004
investment,3.0273295357259036,2004
want,2.9369185953833146,2004
work,2.9064472698342274,2004
first,2.8987280494997565,2004
project,2.8987214536491375,2004
young,2.5681285399218208,2004
always,2.5498683628781,2004
years,2.5345480904142934,2004
racial,2.361923585079494,2004
go,2.319342640235728,2004
towards,2.2566349107261017,2004
place,2.254975610106068,2004
partnership,2.182544152414565,2004
south africa,2.0704539747180357,2004
south,2.015628889716627,2004
already,1.9804176404817695,2004
international,1.9654662809404728,2004
life,1.9513460231635498,2004
every,1.94693468848002,2004
nation,1.9336363659574896,2004
live,1.8950759661644492,2004
cape,1.8938071938949201,2004
long,1.8906472717661713,2004
common,1.8737608732803361,2004
new,1.8206215640532242,2004
system,1.8158250496956623,2004
another,1.801234112950011,2004
able,1.7688102073038436,2004
business,1.7657619461481673,2004
apartheid,1.7458443773766066,2004
efforts,1.735141295678413,2004
