term,score,date
peace,2.5504932735744394,2011
process,1.744572251207783,2011
president,1.6106693559055736,2011
leadership,1.59574787909123,2011
support,1.4047066499853944,2011
international,1.352685847261799,2011
community,1.333388124248,2011
world,1.304061703819042,2011
region,1.12386971089696,2011
united,1.0757654709870197,2011
amongst,1.0326095069568795,2011
security,1.0217264029049493,2011
political,0.9954198024623211,2011
appreciation,0.883857494613515,2011
free,0.798364601650062,2011
nations,0.7872748303826284,2011
general,0.703778205947564,2011
progress,0.6801834089431759,2011
thank,0.6379129305627995,2011
human,0.6252833804089238,2011
freedom,0.6021743624832743,2011
african,0.5983738251397253,2011
visit,0.595189987528185,2011
country,0.5651792684399931,2011
parties,0.5577629609087758,2011
continent,0.48834698142821936,2011
proud,0.4830488861390636,2011
countries,0.44682906712053594,2011
achievement,0.4381197922951173,2011
south africans,0.4243221624866512,2011
confidence,0.41642010678027647,2011
africans,0.415052467644497,2011
first,0.4093037975809152,2011
force,0.4078041548830024,2011
making,0.4034579823422663,2011
privilege,0.39382175315091655,2011
success,0.3822020773523217,2011
efforts,0.37479790063472,2011
able,0.37152237333051213,2011
leaders,0.35918477588932607,2011
prosperity,0.35750599447570464,2011
share,0.3567988897462226,2011
special,0.3549616677878536,2011
common,0.35471747744832394,2011
society,0.3355085891588463,2011
today,0.3354020632288417,2011
make,0.32948686210999495,2011
conflict,0.31014172836289705,2011
honour,0.300930779711265,2011
peaceful,0.2994060126292542,2011
