term,score,date
government,1.5470071070088918,2011
international,1.2126577122807294,2011
world,1.0674126151835974,2011
development,0.9512342875012769,2011
yet,0.8371279620713686,2011
social,0.6965415976464849,2011
leadership,0.6273807355569804,2011
african,0.6191901973099404,2011
situation,0.5859488295689681,2011
point,0.5851028730916717,2011
place,0.577016490893439,2011
bring,0.5606412373582836,2011
first,0.5229200530568744,2011
continent,0.516370417334445,2011
reconstruction development,0.49888371355464584,2011
matter,0.4819562736207639,2011
reconstruction,0.4695167998493157,2011
need,0.4694924079775839,2011
economy,0.46269206361071913,2011
work,0.461041303729979,2011
together,0.461041303729979,2011
people,0.4418631514472749,2011
community,0.42764810615471044,2011
region,0.4263294958733217,2011
new,0.422695405042499,2011
problems,0.41945382492204847,2011
society,0.40945728719218427,2011
take,0.36420438514633646,2011
process,0.3553312751533687,2011
country,0.3386305588481655,2011
