term,score,date
people,21.203544800352653,1999
south,19.99082997121253,1999
africa,17.216237652011348,1999
country,14.71937506440325,1999
government,14.339590573103294,1999
world,14.287102851904002,1999
new,13.467013246963486,1999
south africa,12.073014476307444,1999
first,12.062926085111519,1999
society,11.912480127548468,1999
nation,10.740327531403839,1999
time,10.714880578575059,1999
need,10.676446132771408,1999
apartheid,10.574319643655047,1999
countries,10.52767383832088,1999
development,10.292573050798364,1999
today,10.259744086346188,1999
still,10.085553772020923,1999
democratic,9.992313437268349,1999
needs,9.872274905656536,1999
human,9.510338344872858,1999
experience,8.833114510145478,1999
process,8.797454687458982,1999
yet,8.707283809736966,1999
years,8.63913827468333,1999
community,8.528480708218428,1999
take,8.4390964955406,1999
democracy,8.280523329342381,1999
national,8.249968205015575,1999
every,8.160490104192318,1999
long,7.914006087966795,1999
public,7.897546323868151,1999
cape,7.83079995870777,1999
partnership,7.676241250252478,1999
two,7.665465351492996,1999
south africans,7.662330308689578,1999
another,7.468766814202583,1999
africans,7.32125371305205,1999
even,7.197685174600435,1999
parliament,7.071467630369602,1999
work,6.978814738157154,1999
international,6.966114597630954,1999
within,6.952768487072979,1999
things,6.949187923397445,1999
leaders,6.683697539369501,1999
president,6.541361948084679,1999
task,6.536851883507244,1999
visit,6.485861610289411,1999
call,6.438352903130186,1999
en,6.324173753802099,1999
