term,score,date
south,37.633340684479684,1992
africa,31.206648914377737,1992
anc,28.513671595445267,1992
south africa,27.795090937210304,1992
people,27.47878402548978,1992
african,26.268633701271465,1992
government,25.58569449595215,1992
country,21.423380761424816,1992
democratic,18.699810787739334,1992
national,17.800139894745236,1992
process,15.415738991207514,1992
south african,13.898599667369325,1992
conference,13.483519096340194,1992
years,13.360510991066661,1992
apartheid,12.279812623205492,1992
political,11.826607092033504,1992
want,11.521643947260321,1992
constitution,11.444598133009691,1992
new,10.929646746517387,1992
end,10.608513315891447,1992
two,10.515836739964994,1992
organisations,10.468528279558434,1992
time,10.26963459628617,1992
white,10.097599986199215,1992
democracy,9.996840055301245,1992
future,9.92126817161163,1992
place,9.851234803466637,1992
therefore,9.835634108412675,1992
congress,9.81654491121388,1992
power,9.574045420085753,1992
non,9.507026322913125,1992
world,9.024962254757757,1992
policy,8.901906526606238,1992
today,8.817976102692878,1992
economy,8.792389686484416,1992
forward,8.761013631884694,1992
right,8.749255965622742,1992
fact,8.465233340248252,1992
take,8.296207580847783,1992
state,8.27770666334711,1992
first,8.255039405769717,1992
general,8.235850975569615,1992
movement,8.109820960432835,1992
community,8.065751769679789,1992
every,7.6276431989376885,1992
meeting,7.57340186953639,1992
given,7.565031039546754,1992
life,7.505510783826649,1992
needs,7.404571625748737,1992
negotiations,7.229099482742071,1992
