term,score,date
government,74.24669267258781,1995
people,70.26343771210945,1995
south,59.240892441072305,1995
country,45.05360151726819,1995
africa,43.25795140680412,1995
development,42.897892138824496,1995
local,38.21335822639406,1995
south africa,37.85553042935718,1995
work,34.653586619917924,1995
national,32.1620464778968,1995
democracy,30.529298586418246,1995
anc,30.232262115705684,1995
together,29.998733919933795,1995
society,29.73237829528783,1995
communities,28.903478605895796,1995
time,28.47849364192301,1995
community,28.371524560264774,1995
today,28.35218470078525,1995
elections,27.02458902220633,1995
apartheid,26.591394889969344,1995
process,25.94683307337553,1995
world,25.640430612724565,1995
first,25.563666755610008,1995
even,25.472793577803845,1995
economic,25.057340842730476,1995
countries,23.8926759373209,1995
nation,23.550355541487694,1995
african,23.475430134790443,1995
responsibility,23.16137458361979,1995
business,22.94169809441947,1995
new,22.926467346709224,1995
needs,22.516087136346997,1995
cannot,22.059848545020227,1995
president,21.67611269002922,1995
make,21.44950865164013,1995
future,21.116503226404593,1995
year,20.829366150817012,1995
need,20.267759997461045,1995
history,19.61918233112067,1995
long,19.50179165926259,1995
leaders,19.459435728840365,1995
change,19.328144364795584,1995
years,19.001292827058744,1995
areas,18.94739303962715,1995
reconstruction,18.150307908015925,1995
democratic,17.44707232596029,1995
issues,17.436097766097223,1995
international,17.434187099157125,1995
challenges,16.93639030629446,1995
within,16.483447985289416,1995
