term,score,date
struggle,6.0211454693861235,1951
african,3.14350490914196,1951
clear,2.632023361418047,1951
people,2.578339562179437,1951
party,2.567427288721965,1951
white,1.9307292537841356,1951
history,1.8479613935722683,1951
men,1.6504703685622943,1951
common,1.6320114545260336,1951
years,1.45610782899805,1951
world,1.3845541214393278,1951
always,1.371694395865873,1951
two,1.1597497640458476,1951
confidence,1.148945039411374,1951
united,1.1064501715462343,1951
leaders,1.0909712565229195,1951
past,1.0458234672523834,1951
forces,1.0170584417964583,1951
powerful,1.0,1951
become,0.9910800843759642,1951
strength,0.9650827298273783,1951
leadership,0.9632135407301787,1951
parties,0.9486374391199841,1951
movement,0.943097857968807,1951
africa,0.8392104105339102,1951
support,0.8294283625881778,1951
fight,0.824395032739473,1951
hope,0.8157043431499753,1951
south,0.8048021062636488,1951
oppression,0.8022698687961463,1951
victory,0.7763430769565249,1951
address,0.7670747755129804,1951
cannot,0.7258888022756933,1951
whose,0.7136017648137187,1951
even,0.6842644580696285,1951
strong,0.6655458416622785,1951
justice,0.6415577049429853,1951
power,0.6279276282842395,1951
new,0.625063830479537,1951
hand,0.6033625944690877,1951
work,0.5711974871012099,1951
south africa,0.5509717447166267,1951
war,0.5430976902021787,1951
year,0.5333152523642162,1951
towards,0.525410502627893,1951
south african,0.5117703855752178,1951
face,0.5055693249196446,1951
anc,0.4501874268780859,1951
order,0.4189425464023304,1951
building,0.41099683380329,1951
