term,score,date
high,5.029075394061341,1964
anc,4.675791302915342,1964
government,4.220775984198921,1964
organisation,3.153877948127456,1964
national,2.5397954543345094,1964
policy,2.3772805139690196,1964
people,2.14978835584712,1964
organisations,2.1453897054846998,1964
want,1.918580637189454,1964
political,1.8336982696370767,1964
action,1.743976336945018,1964
first,1.6703499618921285,1964
african,1.5768215779279748,1964
new,1.472593836297253,1964
africans,1.4268822067156963,1964
taken,1.4209699290235045,1964
already,1.4065842866005158,1964
campaign,1.3983539531551248,1964
power,1.3573434033095566,1964
south africa,1.3251188898248147,1964
always,1.267322564876864,1964
two,1.2543378636311837,1964
africa,1.2512590783478044,1964
leaders,1.2107823050408624,1964
co,1.2035167478082802,1964
years,1.1557423198640757,1964
south,1.1409655709779327,1964
fact,1.1383124025099265,1964
use,1.1159332965360111,1964
liberation,1.0548053774716586,1964
various,1.003960672400631,1964
matter,1.0,1964
still,1.0,1964
question,1.0,1964
things,1.0,1964
particular,1.0,1964
congress,0.9910656349948987,1964
change,0.9160696720641072,1964
state,0.8248303099233697,1964
apartheid,0.790506465074555,1964
days,0.7164370986654715,1964
youth,0.6976516922188329,1964
trade,0.6733436489491206,1964
public,0.6617097065053099,1964
partnership,0.6161359965681884,1964
order,0.5993449411256639,1964
make,0.5980520563701628,1964
others,0.593965762905249,1964
whole,0.5913061314302078,1964
time,0.583182977045763,1964
