term,score,date
people,24.521290272890035,1991
freedom,20.617440471852493,1991
country,20.34808757847869,1991
violence,18.245900485553122,1991
peace,16.82715517697091,1991
south,16.443408652480016,1991
political,14.477451357312994,1991
human,14.241645157831455,1991
state,13.952911602131692,1991
africa,13.533846458121836,1991
south africa,12.963258958970247,1991
struggle,12.546352114238239,1991
anc,12.325140814005621,1991
process,11.029516520989628,1991
apartheid,10.755111867947448,1991
opportunity,10.201175015590492,1991
government,9.810346437602528,1991
today,9.033661389622388,1991
support,8.976364653831386,1991
order,8.88707078251703,1991
among,8.863564932980681,1991
ensure,8.757802725510363,1991
african,8.756907213972942,1991
end,8.646026906625538,1991
rights,8.61839766402557,1991
hope,8.462777963602933,1991
justice,8.301869221942995,1991
democratic,8.235658042025818,1991
future,7.994788371630867,1991
party,7.992147506479865,1991
free,7.931057427509083,1991
world,7.905732769837066,1991
national,7.776984659373792,1991
even,7.702195966265755,1991
take,7.648593540513263,1991
respect,7.136928462559084,1991
thank,6.898297747029377,1991
die,6.864249929566982,1991
peoples,6.764425097964118,1991
majority,6.6207782282144185,1991
role,6.419071499920919,1991
democracy,6.28242464506146,1991
non,6.175869601516918,1991
make,6.16130014052939,1991
therefore,5.801802442846931,1991
united,5.710492964645237,1991
president,5.598766277395439,1991
want,5.588325448239613,1991
force,5.548261653595647,1991
land,5.4634852342268605,1991
