term,score,date
people,69.7845992408322,1990
anc,55.47506485655605,1990
apartheid,47.860467235116445,1990
government,42.99099306035882,1990
country,41.598654504055396,1990
system,35.17736856041532,1990
south,35.07850658206529,1990
struggle,28.936721190269292,1990
white,28.015612942404033,1990
africa,26.017827746275643,1990
political,25.97976234953385,1990
democratic,25.364480829776948,1990
south africa,22.666322712791985,1990
today,22.280627872343615,1990
process,21.45389912924175,1990
black,20.818924715029087,1990
african,20.311532389813713,1990
racial,19.95892047452795,1990
negotiations,19.391383919337695,1990
president,19.15587883691009,1990
still,18.795156397505185,1990
organisation,18.166414428268492,1990
power,17.9844584232247,1990
time,17.86974299614396,1990
new,17.62146144203399,1990
future,17.274172614284556,1990
south african,17.143882673482253,1990
national,16.758019556979658,1990
make,16.72764121969301,1990
economy,16.496473673973583,1990
therefore,16.1616096272713,1990
take,15.499947175926062,1990
every,15.388371604472407,1990
non,15.342548862422255,1990
movement,14.91175543078371,1990
place,14.898577373948424,1990
continue,14.543059983205417,1990
want,14.306421982919936,1990
end,14.079770247277313,1990
vote,14.003405647785945,1990
years,13.749799489713487,1990
cannot,13.727601687064972,1990
right,13.692328025609246,1990
together,13.512248995995337,1990
rights,12.802965575891722,1990
even,12.733631043822953,1990
question,12.7022973643247,1990
need,12.676275039368136,1990
leaders,12.609184494645744,1990
economic,12.472897693682079,1990
