term,score,date
peace,21.910072625141513,2000
people,18.921608577854723,2000
world,18.33663997887733,2000
freedom,17.772178623909483,2000
thank,11.445500279724193,2000
poverty,11.033472111652163,2000
country,9.271488091083052,2000
time,9.258601614594728,2000
human,8.77908088307718,2000
process,8.47758682538874,2000
leadership,8.3223392123994,2000
achievement,8.220013737546822,2000
respect,7.743869768856938,2000
political,7.626814302808374,2000
conflict,7.431960096285791,2000
children,7.392120153519701,2000
opportunity,7.333766679373699,2000
share,7.278605710677592,2000
amongst,7.2494034715002895,2000
international,7.2370098757573045,2000
parties,7.177393506239295,2000
development,6.96648348376257,2000
even,6.942057651665121,2000
south,6.940662228340959,2000
war,6.798346527998734,2000
leaders,6.784171251831815,2000
struggle,6.770655925471722,2000
president,6.675872269555601,2000
africa,6.576032366310178,2000
future,6.4758433504278985,2000
life,6.3775464394393016,2000
hope,6.184699421011473,2000
make,5.9654625888306105,2000
resources,5.951608050330568,2000
poor,5.831610811315125,2000
dignity,5.792513345574454,2000
honour,5.747822694011795,2000
others,5.730148472288156,2000
good,5.72387136431467,2000
support,5.635136241228453,2000
rights,5.61826693672675,2000
importance,5.455280676514999,2000
still,5.44626434616533,2000
growth,5.435579436570295,2000
efforts,5.252865862522404,2000
find,5.1264845490556,2000
work,5.101678886437086,2000
social,5.011229989329434,2000
conditions,4.90673453923898,2000
first,4.895502435335933,2000
