term,score,date
violence,9.139674135199503,1964
africans,4.28998037583208,1964
war,4.170801021535686,1964
non,4.167677128306477,1964
white,2.3910658919173917,1964
racial,2.3799731523708116,1964
committed,2.3416695050750502,1964
anc,2.1624436646007634,1964
people,2.148244172830541,1964
amongst,2.02721626850158,1964
first,1.8412328318655335,1964
fight,1.8175860782415447,1964
take,1.6349513595025307,1964
hope,1.5731595051538476,1964
struggle,1.4097692426118307,1964
government,1.3983461673619613,1964
life,1.3521181465641448,1964
action,1.1514188609582554,1964
want,1.1335587392625752,1964
years,1.1323512911231923,1964
rights,1.1101234871254362,1964
continue,1.1054917424161381,1964
force,1.1039899510973048,1964
peaceful,1.0839800682712664,1964
freedom,1.0569129361227547,1964
party,1.0,1964
public,1.0,1964
lives,1.0,1964
african,0.9175793678556204,1964
spirit,0.7870782723355517,1964
justice,0.6935153947595878,1964
death,0.6791051163114104,1964
work,0.6669135688059674,1964
future,0.6112218831352292,1964
even,0.6071854564065967,1964
role,0.5882941436960035,1964
political,0.5292034709733328,1964
movement,0.5121415155035908,1964
strong,0.4998677368054137,1964
hand,0.48796983848107245,1964
contribution,0.4791826850428183,1964
year,0.4778853588492343,1964
face,0.4478129934427894,1964
problem,0.43456843820229524,1964
make,0.4176298051551151,1964
opportunity,0.3985052615528326,1964
difficult,0.3927342822430309,1964
greatest,0.3674512963964259,1964
state,0.3408862788727481,1964
past,0.3391353123650348,1964
