term,score,date
government,2.3016652512022207,2011
world,1.7074228341157751,2011
responsibility,1.0952182908616934,2011
role,0.8961429548645692,2011
international,0.7650326803480407,2011
matter,0.6389822843698337,2011
negotiations,0.6153032621622886,2011
community,0.5833954484227231,2011
leaders,0.5335391197513335,2011
point,0.521903057217801,2011
nations,0.5053226877526935,2011
reconstruction development,0.4954967161730069,2011
economy,0.46919498856127,2011
reconstruction,0.464146419348121,2011
new,0.4429733518566265,2011
minister,0.4304307172688511,2011
society,0.4166884459436343,2011
cannot,0.4072153058973792,2011
development,0.3811533908994557,2011
south african,0.358909791455191,2011
even,0.3577067541304417,2011
history,0.35597102980584033,2011
president,0.3548984323445673,2011
human,0.3548378230336269,2011
leadership,0.34253013197974613,2011
change,0.3300264770965202,2011
nation,0.3297140580811452,2011
together,0.32392754795296785,2011
african,0.30556244900858004,2011
south,0.24195116740447697,2011
people,0.23781155594850875,2011
