term,score,date
south,60.036326398441425,1993
africa,48.642057799243354,1993
south africa,45.79472838245514,1993
country,43.93818125254326,1993
people,43.37371897406248,1993
apartheid,33.63131118950713,1993
government,27.65986595521389,1993
democratic,26.805955140028484,1993
rights,23.143606423394697,1993
new,22.963183216765884,1993
national,21.538979295537644,1993
black,20.81504894700465,1993
process,20.603881031651635,1993
time,20.548026430462414,1993
anc,19.988170868150757,1993
future,19.83344262370336,1993
african,19.711788099910486,1993
today,19.510918725004625,1993
world,18.072535032094653,1993
first,17.80021286819625,1993
economic,17.64391632528379,1993
political,17.620733042829283,1993
together,17.55531876609436,1993
need,17.2563421066556,1993
struggle,17.204252120976975,1993
constitution,16.444505220891354,1993
democracy,16.34950367668455,1993
policy,15.9490308019374,1993
negotiations,15.74924519388412,1993
economy,15.14486529329198,1993
society,15.096033439089027,1993
elections,14.798393774852443,1993
development,14.357203050375256,1993
cannot,14.331380983567366,1993
years,13.860378622267172,1993
place,13.796944340983101,1993
africans,13.750536165998309,1993
south africans,13.421102893156815,1993
white,13.067611982814697,1993
right,12.74715120200663,1993
education,12.70433063694658,1993
non,12.557192322442932,1993
take,12.506994623548623,1993
want,12.490949578065837,1993
south african,12.43178075542034,1993
racial,12.312653958867784,1993
action,12.277945524564483,1993
community,12.083712370530714,1993
work,12.035519986359189,1993
human,11.944380333750159,1993
