term,score,date
society,3.530054667543347,2010
communities,2.737581387488506,2010
need,1.9121855571535349,2010
co,1.8641309047299286,2010
together,1.4666660978398327,2010
yet,1.4318014963638848,2010
community,1.2637928092438528,2010
government,1.2273791410411898,2010
level,1.0914409444575046,2010
building,1.0487516159797252,2010
two,1.0341544230236865,2010
transformation,1.0260217021046558,2010
political,1.0018902219732841,2010
work,0.8222750611681015,2010
today,0.7972206324344381,2010
development,0.7921055991950604,2010
leadership,0.7627683444600187,2010
programmes,0.7319306952013234,2010
different,0.696839063248506,2010
reconstruction development,0.6896025507778012,2010
reconstruction,0.6459671382538144,2010
taken,0.6430007406524343,2010
matter,0.6319959634336615,2010
areas,0.6180287903832836,2010
even,0.5854270416293774,2010
able,0.5680740429198646,2010
common,0.5607823876083506,2010
within,0.5559829200359232,2010
life,0.5064386332477407,2010
sector,0.41912626818709586,2010
every,0.37973614573801356,2010
country,0.3776979205614377,2010
social,0.33189636359014907,2010
cannot,0.3312557882343581,2010
economic,0.2961180088780358,2010
nation,0.2901689256137591,2010
first,0.28726634783292626,2010
national,0.26503946068777356,2010
anc,0.26024030368596573,2010
new,0.25456801958027037,2010
