term,score,date
year,3.7391946647745007,1953
education,3.0472619185494527,1953
africa,2.8123801434832716,1953
given,2.2915302451358848,1953
national,2.033736241309937,1953
people,1.9802878240204136,1953
labour,1.8632584236452125,1953
children,1.8449646233227996,1953
today,1.8006600752203732,1953
africans,1.7711245825253061,1953
government,1.7225904994745012,1953
african,1.7121235651998545,1953
land,1.6311632035463663,1953
every,1.6182258193272654,1953
power,1.4638630060609077,1953
different,1.422429312138933,1953
right,1.4159727743004784,1953
provincial,1.377876815885608,1953
conference,1.2406705310863275,1953
country,1.2372376361346724,1953
act,1.157257807002115,1953
congress,1.1074515385387507,1953
parliament,1.0879872155585044,1953
call,1.0800940031435382,1953
action,1.0704868684161772,1953
new,1.0666666806841203,1953
continent,1.0,1953
political,0.9581922734480771,1953
women,0.9326437756606785,1953
organisation,0.8859069429732099,1953
cannot,0.8420789192627629,1953
trade,0.8206039526635078,1953
mandela,0.7100200449530666,1953
unity,0.7041814650818674,1953
become,0.6957830253846031,1953
end,0.6782933854782723,1953
human,0.6582364418205459,1953
make,0.6360431873083592,1953
fact,0.6289074821638186,1953
local,0.5987261175367447,1953
therefore,0.5838338593623635,1953
organisations,0.5812395141738852,1953
including,0.5722067277795582,1953
others,0.5459083901739925,1953
countries,0.5111027848279854,1953
things,0.5104447639846615,1953
south africa,0.5056461401804769,1953
even,0.5023157999000485,1953
young,0.5004633802548311,1953
place,0.48925358348713216,1953
