term,score,date
country,12.650519058866884,1962
people,11.18400328908082,1962
freedom,9.430318824316267,1962
justice,8.541095265290876,1962
government,8.323977299851581,1962
white,7.391554760605356,1962
african,7.385295590284471,1962
africa,5.6176133046831005,1962
south,5.510752598809294,1962
south africa,5.00133262773395,1962
struggle,4.313244131443497,1962
africans,4.068851442741299,1962
peaceful,3.7679940903062183,1962
political,3.6734163686356682,1962
want,3.4313870976809238,1962
force,3.373520756078149,1962
fear,3.185206341641683,1962
men,3.1718460973865974,1962
fight,3.1419206671481166,1962
still,3.1257565160521965,1962
violence,2.8699601090350475,1962
even,2.8476593366438636,1962
police,2.844377124897256,1962
become,2.699406855911023,1962
rights,2.6812351174518656,1962
clear,2.5040674593641543,1962
world,2.3891712762951025,1962
power,2.264289870681231,1962
support,2.089720985975573,1962
opportunities,1.983724731190191,1962
conflict,1.950843378695092,1962
make,1.8055323039741527,1962
difficult,1.770982707508673,1962
life,1.7446565690957139,1962
every,1.693121684497279,1962
importance,1.6302023144066708,1962
non,1.544033902521311,1962
history,1.5150027557902048,1962
free,1.5133886655975841,1962
national,1.5078227034724392,1962
special,1.493576705999585,1962
time,1.4775722474808655,1962
indeed,1.456848708109793,1962
create,1.434584522912516,1962
movement,1.434464172547823,1962
south african,1.4068209612222768,1962
system,1.403558080295932,1962
forces,1.3894224095268748,1962
years,1.36588976191258,1962
land,1.3368557445100326,1962
