term,score,date
society,3.422146302155932,2010
communities,2.7317645380690747,2010
political,1.9909457797480519,2010
need,1.8882230267906395,2010
struggle,1.8784190043683133,2010
today,1.5664123645250094,2010
together,1.4368619797137616,2010
yet,1.378365826507018,2010
building,1.3352463733612259,2010
co,1.221515831949475,2010
achieve,1.1420204024793121,2010
two,1.0673041536169574,2010
government,1.0,2010
work,0.7902017847980973,2010
experience,0.7757648462814903,2010
leadership,0.7627782065001825,2010
past,0.7157579928552851,2010
different,0.7081313650915405,2010
level,0.7060807105236564,2010
transformation,0.6931760189548822,2010
community,0.6815575256899107,2010
liberation,0.6554439981071767,2010
taken,0.6454201675065461,2010
areas,0.6210092519229963,2010
challenge,0.6018756316733465,2010
matter,0.5979307745017561,2010
even,0.5775709035359657,2010
within,0.5696376202457585,2010
able,0.5571786834561889,2010
common,0.5561095020185649,2010
nation,0.5399476511847623,2010
life,0.501415030928988,2010
sector,0.38934210751199066,2010
country,0.3766459128276334,2010
every,0.35051501335323193,2010
social,0.3327874828736607,2010
cannot,0.3107339144143746,2010
economic,0.2968002622780297,2010
development,0.2700936122988345,2010
anc,0.2640801495972817,2010
