term,score,date
people,48.32606783436854,1997
south,46.73396113185971,1997
africa,44.89946901026724,1997
government,42.4797204161953,1997
country,36.22003441948676,1997
new,35.263090918516795,1997
national,34.41713131092361,1997
development,33.40864209455143,1997
president,33.150870903260355,1997
anc,32.63933524838349,1997
south africa,29.858566070657474,1997
today,29.819385941328584,1997
nation,29.45414613072158,1997
african,28.449553941211768,1997
years,28.268540537325435,1997
world,23.773158971655835,1997
time,23.567762072394483,1997
year,23.090733965396826,1997
political,20.488731544682416,1997
democracy,20.38132206097484,1997
first,19.32932756397035,1997
region,19.120009981269707,1997
building,19.094930114669314,1997
together,18.788267422842964,1997
community,18.256936998810048,1997
society,18.166989204445127,1997
projects,17.862408078147197,1997
countries,17.728567092226072,1997
call,17.69358833157077,1997
future,17.03949180305141,1997
need,16.879730884799578,1997
past,16.769252473817613,1997
apartheid,16.281604613054707,1997
address,16.071948046406956,1997
become,15.743757113543902,1997
within,15.549673231697927,1997
southern,15.542122361315434,1997
relations,15.531020164288488,1997
economic,15.419977569500983,1997
africas,15.360648106737509,1997
issues,15.334813378171782,1997
mandela,15.31165532072978,1997
public,15.297228771236185,1997
democratic,15.164668751994986,1997
indeed,14.999937131576635,1997
task,14.853473714066949,1997
process,14.850914171938186,1997
business,14.712809820097265,1997
work,14.645848751387092,1997
place,14.582671491410524,1997
