term,score,date
people,5.532767973321308,1961
african,4.404808784286971,1961
government,3.9376212238361634,1961
country,3.7122474384454573,1961
call,3.3325044572988305,1961
work,3.2118206819470574,1961
national,3.1092513059310702,1961
africans,2.860806850051416,1961
areas,2.7400368444396332,1961
question,2.5785428392350767,1961
different,2.4317277768353533,1961
public,2.378891201507857,1961
non,2.2771478194665122,1961
south,1.9650935018757119,1961
days,1.8645984302744567,1961
congress,1.8491095047311188,1961
new,1.8080835257505055,1961
action,1.7929768343603374,1961
time,1.7485148389880534,1961
constitution,1.7484062472989286,1961
africa,1.7219078454115788,1961
organisation,1.7209859866909243,1961
cape,1.657578889306695,1961
long,1.6284754201726594,1961
south african,1.5926493578359384,1961
going,1.5346397276392962,1961
make,1.5159818185955818,1961
take,1.5090467363627444,1961
year,1.4677095969197071,1961
conference,1.4477830337824398,1961
bring,1.4333296782465155,1961
white,1.4122968141688834,1961
already,1.3303260273543218,1961
co,1.3275993078324855,1961
want,1.244841551716496,1961
live,1.2435332371972863,1961
political,1.2177540185103564,1961
place,1.0884487175694282,1961
apartheid,1.0728184938885599,1961
young,1.016269541706807,1961
organisations,1.0126230599182038,1961
still,1.0,1961
always,1.0,1961
situation,1.0,1961
meeting,1.0,1961
end,0.9699364964824677,1961
co operation,0.9350273688154329,1961
operation,0.910330443909882,1961
society,0.8292150650199482,1961
south africa,0.781371438252088,1961
