term,score,date
people,72.29542232803028,1995
government,66.93778244005247,1995
south,56.49288480053223,1995
country,46.31503451689178,1995
development,43.76712634368817,1995
africa,40.802491618864785,1995
local,35.71335764063231,1995
national,34.84014930573336,1995
south africa,34.613143481081664,1995
work,31.99951495451076,1995
community,30.959749192412893,1995
time,29.60452706773052,1995
first,28.893168954371568,1995
anc,28.83036552966036,1995
world,28.67233504171778,1995
nation,28.457225888901462,1995
communities,28.346392689469347,1995
together,27.810676916406642,1995
elections,27.53465624891725,1995
society,27.001515741355423,1995
today,26.648923956785463,1995
economic,26.287190849455346,1995
even,26.239077670651216,1995
process,26.031091695950824,1995
african,25.594433591333487,1995
make,25.556217019224743,1995
year,25.365367830789577,1995
democracy,24.281719553915284,1995
apartheid,23.69561874316933,1995
business,22.7380347760747,1995
needs,22.732346480481922,1995
president,22.72928921242494,1995
need,22.44607144573309,1995
new,22.193510502679988,1995
responsibility,21.931066945196363,1995
countries,21.423658728741056,1995
future,20.197285039138926,1995
local government,19.833223881925754,1995
reconstruction,19.789626134384775,1995
leaders,19.243746951539645,1995
change,19.07723969024685,1995
resources,18.838672335762404,1995
areas,18.263096555825822,1995
history,18.032057651413183,1995
within,18.000336886424165,1995
democratic,17.696369994971146,1995
programme,17.60988256384407,1995
building,17.513919752598277,1995
years,17.490232546328482,1995
relations,17.260353758145964,1995
