term,score,date
mandela,34.68454228915975,1962
country,12.018406928312656,1962
government,10.905793597013508,1962
african,8.837122272221308,1962
conference,8.738024314480079,1962
white,8.536341315997372,1962
people,7.4438846384753505,1962
south,5.484330290638745,1962
parliament,5.119491103130638,1962
congress,4.904519803544975,1962
going,4.775826712419251,1962
action,4.40745808083179,1962
political,4.204149770758809,1962
africans,4.06234143082842,1962
time,4.009661878325233,1962
areas,3.978225786217122,1962
go,3.8913833283070804,1962
national,3.7829375878486204,1962
general,3.716784486620433,1962
question,3.45432632466894,1962
want,3.442707951247207,1962
fact,3.428118996201361,1962
south africa,3.3185274167869463,1962
africa,3.133558497192435,1962
two,3.1259272247319423,1962
make,3.043125518281376,1962
south african,2.9106186768342504,1962
point,2.8921757484723707,1962
right,2.782815573278858,1962
today,2.4890155712654063,1962
another,2.4871885033551115,1962
force,2.4271391949109113,1962
world,2.323882409476467,1962
years,2.298963878720446,1962
policy,2.1101270338607,1962
experience,2.0986982011246584,1962
situation,2.0158847806737565,1962
order,2.0076731028254255,1962
society,1.9696023940923983,1962
elected,1.9405849012341665,1962
year,1.880868598802599,1962
organisation,1.8609635433740603,1962
history,1.837740258473012,1962
black,1.8095916496597926,1962
issues,1.8058543004481573,1962
organisations,1.768687244103365,1962
majority,1.7515617847578073,1962
set,1.6311578415078851,1962
whole,1.5862280308182972,1962
democratic,1.5711790489265507,1962
