term,score,date
world,25.677993136362183,2002
people,19.696890670581404,2002
country,19.678350582400256,2002
children,16.86301446638027,2002
south,13.374426658804682,2002
africa,13.021634111302362,2002
leadership,12.62054438000918,2002
african,11.885231900278198,2002
million,11.317456769763432,2002
first,10.910717233170319,2002
life,10.674432718743452,2002
national,10.514563332843545,2002
youth,10.429483843618996,2002
south africa,9.711377789900908,2002
work,9.531386207619803,2002
president,9.206208530451852,2002
society,9.021232340940117,2002
make,8.721592989963451,2002
democratic,8.573916552729699,2002
take,8.35271995477518,2002
government,8.207499026534503,2002
today,8.034516849848979,2002
years,8.021702876019553,2002
two,7.954135300703665,2002
example,7.581522645191997,2002
need,7.569096200966424,2002
different,7.49176365762014,2002
together,7.474443621298956,2002
organisation,7.358893868833493,2002
history,7.286113430171014,2002
even,7.189009986644458,2002
countries,7.142841085465709,2002
mandela,6.942956786098444,2002
education,6.893796502196151,2002
others,6.825923246435429,2002
human,6.560940918089974,2002
live,6.539809095608443,2002
continent,6.221994605138217,2002
future,6.206563129749176,2002
time,6.123081996970556,2002
leaders,6.045641000555656,2002
international,5.864793273282166,2002
year,5.838362997700501,2002
economy,5.7877236969273795,2002
public,5.375521472197002,2002
change,5.35869923757708,2002
partnership,5.290816519740911,2002
new,5.261339199207797,2002
business,5.238859273818093,2002
south african,5.189526095208796,2002
