term,combined score,date,score category
africans,1.0,1980,unique neutral score
even,1.0,1980,unique neutral score
world,1.0,1980,unique neutral score
youth,1.0,1980,unique neutral score
become,0.7563095348711951,1980,unique neutral score
every,0.7094643445679966,1980,unique neutral score
life,0.7047413311185197,1980,unique neutral score
look,0.6162977854989651,1980,unique neutral score
constitutional,0.6121073617729919,1980,unique neutral score
congress,1.670120452376884,1985,unique high sentiment score
national,1.6064805195641862,1985,unique high sentiment score
power,1.4983237901227295,1985,unique high sentiment score
african,1.1999322035055806,1985,unique high sentiment score
government,1.0,1985,unique high sentiment score
today,1.0,1985,unique high sentiment score
others,1.0,1985,unique high sentiment score
across,1.0,1985,unique high sentiment score
different,1.0,1985,unique high sentiment score
future,0.9720297277606093,1985,unique high sentiment score
people,0.887734217324923,1985,unique high sentiment score
make,0.8159060507771871,1985,unique high sentiment score
problems,0.6133442665501028,1985,unique high sentiment score
movement,0.5838877855243814,1985,unique high sentiment score
peoples,0.5025612742731089,1985,unique high sentiment score
forward,0.4743803936181368,1985,unique high sentiment score
organisation,0.4723695410606134,1985,unique high sentiment score
unity,0.4344315286439,1985,unique high sentiment score
years,0.3719900173114864,1985,unique high sentiment score
south africa,0.3464347028508401,1985,unique high sentiment score
africa,0.3271250378553921,1985,unique high sentiment score
south,0.2982902678242217,1985,unique high sentiment score
