term,combined score,date,score category
president,3.731078128228858,2004,unique neutral score
national,3.619881448898533,2004,unique neutral score
gentlemen,3.154729340576089,2004,unique neutral score
past,2.709546677128862,2004,unique neutral score
south africa,2.632751246691694,2004,unique neutral score
every,2.4395834034915898,2004,unique neutral score
honoured,2.3647788582976834,2004,unique neutral score
achieved,2.2219837020248385,2004,unique neutral score
african,2.219036870398345,2004,unique neutral score
amongst,2.009577999560201,2004,unique neutral score
building,1.9373537951993876,2004,unique neutral score
need,1.809784550823208,2004,unique neutral score
south africans,1.8071974412869456,2004,unique neutral score
africans,1.7677176066677038,2004,unique neutral score
award,1.7605220766098602,2004,unique neutral score
international,1.738237135935641,2004,unique neutral score
powerful,5.422902475127642,2004,unique high sentiment score
fight,5.066723632600401,2004,unique high sentiment score
always,4.563298425024908,2004,unique high sentiment score
celebrate,3.8481383391421033,2004,unique high sentiment score
lives,3.833557114291805,2004,unique high sentiment score
efforts,3.601590756485759,2004,unique high sentiment score
health,3.4822745109244138,2004,unique high sentiment score
suffering,3.458503905787772,2004,unique high sentiment score
special,3.216896645178396,2004,unique high sentiment score
take,3.1333538196510693,2004,unique high sentiment score
government,3.1140257709973675,2004,unique high sentiment score
find,3.037118887354259,2004,unique high sentiment score
war,2.9145079525229654,2004,unique high sentiment score
apartheid,2.7029627786919628,2004,unique high sentiment score
business,2.6889651333328057,2004,unique high sentiment score
two,2.655584202528446,2004,unique high sentiment score
