term,combined score,date,score category
honour,15.93539220377698,1994,unique neutral score
united,14.789208611712205,1994,unique neutral score
president,14.32216928672098,1994,unique neutral score
development,13.218555960138437,1994,unique neutral score
work,12.969619757594208,1994,unique neutral score
international,12.86942571922872,1994,unique neutral score
progress,12.726295358175484,1994,unique neutral score
elections,12.475878134284958,1994,unique neutral score
nations,12.16212025014632,1994,unique neutral score
express,11.013395008390386,1994,unique neutral score
south african,10.94555952217345,1994,unique neutral score
opportunity,10.840290329604285,1994,unique neutral score
democratic,10.729973734323003,1994,unique neutral score
society,10.619836003304208,1994,unique neutral score
past,23.745336320447567,1994,unique high sentiment score
years,20.334814070776304,1994,unique high sentiment score
role,20.266190580830106,1994,unique high sentiment score
support,18.724190244247577,1994,unique high sentiment score
political,18.36969167659231,1994,unique high sentiment score
struggle,17.390628743952373,1994,unique high sentiment score
want,16.965956204225275,1994,unique high sentiment score
opportunities,16.702996842319052,1994,unique high sentiment score
share,16.489817048082852,1994,unique high sentiment score
among,15.993272029351584,1994,unique high sentiment score
growth,15.96415749289161,1994,unique high sentiment score
even,15.843817184166577,1994,unique high sentiment score
challenge,15.724832944486185,1994,unique high sentiment score
time,15.57241530966229,1994,unique high sentiment score
