term,combined score,date,score category
president,27.71044741729589,1997,unique neutral score
van,26.39109751989757,1997,unique neutral score
nations,19.473041058636024,1997,unique neutral score
en,18.25435245326569,1997,unique neutral score
relations,17.91070807763606,1997,unique neutral score
pleasure,17.57757473618991,1997,unique neutral score
years,17.128436901104692,1997,unique neutral score
ons,15.591017561618722,1997,unique neutral score
co,15.5547990249676,1997,unique neutral score
make,14.950907442931085,1997,unique neutral score
progress,14.578559512170036,1997,unique neutral score
lives,14.354946384537197,1997,unique neutral score
violence,26.045505502001035,1997,unique high sentiment score
crime,25.48578072116007,1997,unique high sentiment score
justice,21.186442111049782,1997,unique high sentiment score
free,20.85264241885304,1997,unique high sentiment score
struggle,20.71163384286796,1997,unique high sentiment score
apartheid,20.343369551853076,1997,unique high sentiment score
challenges,19.955452761744144,1997,unique high sentiment score
opportunities,19.839027391894987,1997,unique high sentiment score
society,19.482750518095514,1997,unique high sentiment score
strength,19.38000285906738,1997,unique high sentiment score
welcome,19.149753134492297,1997,unique high sentiment score
share,18.660037326999515,1997,unique high sentiment score
