term,combined score,date,score category
conference,13.483519096340194,1992,unique neutral score
end,10.608513315891448,1992,unique neutral score
two,10.515836739964994,1992,unique neutral score
organisations,10.468528279558434,1992,unique neutral score
therefore,9.835634108412677,1992,unique neutral score
congress,9.81654491121388,1992,unique neutral score
power,9.574045420085753,1992,unique neutral score
forward,8.761013631884694,1992,unique neutral score
fact,8.465233340248252,1992,unique neutral score
state,8.27770666334711,1992,unique neutral score
general,8.235850975569615,1992,unique neutral score
movement,8.109820960432835,1992,unique neutral score
every,7.627643198937688,1992,unique neutral score
meeting,7.57340186953639,1992,unique neutral score
given,7.565031039546754,1992,unique neutral score
life,7.505510783826649,1992,unique neutral score
needs,7.404571625748737,1992,unique neutral score
rights,23.143606423394697,1993,unique high sentiment score
black,20.843558303403977,1993,unique high sentiment score
economic,17.64391632528379,1993,unique high sentiment score
together,17.55531876609436,1993,unique high sentiment score
need,17.274579363802342,1993,unique high sentiment score
struggle,17.204252120976975,1993,unique high sentiment score
society,15.096033439089029,1993,unique high sentiment score
elections,14.798393774852444,1993,unique high sentiment score
development,14.357203050375256,1993,unique high sentiment score
cannot,14.331380983567366,1993,unique high sentiment score
africans,13.750536165998309,1993,unique high sentiment score
south africans,13.421102893156815,1993,unique high sentiment score
education,12.70433063694658,1993,unique high sentiment score
racial,12.312653958867784,1993,unique high sentiment score
action,12.277945524564483,1993,unique high sentiment score
work,12.053428963519462,1993,unique high sentiment score
human,11.908266869446033,1993,unique high sentiment score
