term,combined score,date,score category
question,16.48427696429993,1991,unique neutral score
white,14.501673033219378,1991,unique neutral score
rights,13.71929657205067,1991,unique neutral score
take,12.44361953442322,1991,unique neutral score
elected,12.309628607018793,1991,unique neutral score
human,11.555907164174329,1991,unique neutral score
economic,11.21315205520101,1991,unique neutral score
among,10.493188470088954,1991,unique neutral score
need,10.331044499525165,1991,unique neutral score
liberation,9.95877699710574,1991,unique neutral score
leadership,9.89142423753738,1991,unique neutral score
issue,9.829410279935503,1991,unique neutral score
make,9.785801500050528,1991,unique neutral score
general,9.5968814758733,1991,unique neutral score
task,9.48788893484946,1991,unique neutral score
long,9.382174066320957,1991,unique neutral score
particular,9.253444777050458,1991,unique neutral score
work,9.166817003227436,1991,unique neutral score
issues,9.075677269524846,1991,unique neutral score
system,8.791088335510835,1991,unique neutral score
want,18.611482969051025,1992,unique high sentiment score
south african,12.633701827692096,1992,unique high sentiment score
end,11.971762037274644,1992,unique high sentiment score
negotiations,11.068075639811584,1992,unique high sentiment score
black,10.735212613238254,1992,unique high sentiment score
still,9.32713731891841,1992,unique high sentiment score
remain,8.835824543359042,1992,unique high sentiment score
forward,8.770164546413358,1992,unique high sentiment score
congress,8.763444626143443,1992,unique high sentiment score
right,8.678637418526646,1992,unique high sentiment score
organisations,8.665655581378447,1992,unique high sentiment score
yet,8.580649821329967,1992,unique high sentiment score
fact,8.419661430883343,1992,unique high sentiment score
years,8.351171075640975,1992,unique high sentiment score
place,8.224259024686765,1992,unique high sentiment score
community,8.14998054395947,1992,unique high sentiment score
non,8.008269490175572,1992,unique high sentiment score
land,7.993095891527627,1992,unique high sentiment score
matter,7.439857651723974,1992,unique high sentiment score
meeting,7.312349721977759,1992,unique high sentiment score
