term,combined score,date,score category
economy,0.555841680698131,2010,unique neutral score
occasion,0.479768373644134,2010,unique neutral score
pleasure,0.464003925230378,2010,unique neutral score
first,0.4423969913079001,2010,unique neutral score
forces,0.4348020462534673,2010,unique neutral score
co operation,0.4208945133317386,2010,unique neutral score
operation,0.4167402842076636,2010,unique neutral score
co,0.4011235317504772,2010,unique neutral score
president,0.3972138365016035,2010,unique neutral score
building,0.3964432791143438,2010,unique neutral score
future,0.3696216768569932,2010,unique neutral score
south africans,0.3453610709259205,2010,unique neutral score
africans,0.337816351321642,2010,unique neutral score
making,0.3372416788863884,2010,unique neutral score
world,0.3367023751484835,2010,unique neutral score
unity,0.3319409157227891,2010,unique neutral score
democracy,0.3100862666352998,2010,unique neutral score
africa,0.2960747300335327,2010,unique neutral score
south,0.2218454297317084,2010,unique neutral score
strong,3.0355684362118147,2010,unique high sentiment score
struggle,2.52465058474726,2010,unique high sentiment score
today,1.685580194567318,2010,unique high sentiment score
crime,1.1900250268811885,2010,unique high sentiment score
join,1.157863997413799,2010,unique high sentiment score
society,1.0492976194269072,2010,unique high sentiment score
accept,1.0,2010,unique high sentiment score
dear,1.0,2010,unique high sentiment score
common,1.0,2010,unique high sentiment score
fear,1.0,2010,unique high sentiment score
enjoy,0.9990269083995807,2010,unique high sentiment score
together,0.9037528350034124,2010,unique high sentiment score
achieved,0.7761298013209127,2010,unique high sentiment score
indeed,0.7714716783207284,2010,unique high sentiment score
support,0.66798217692321,2010,unique high sentiment score
hands,0.6520731514784274,2010,unique high sentiment score
past,0.645050009521729,2010,unique high sentiment score
spirit,0.6304492768317299,2010,unique high sentiment score
continent,0.6245800703100182,2010,unique high sentiment score
efforts,0.6108710195754167,2010,unique high sentiment score
vision,0.5907760237129951,2010,unique high sentiment score
build,0.5828172211950005,2010,unique high sentiment score
violence,0.5806322222674587,2010,unique high sentiment score
good,0.563271978070863,2010,unique high sentiment score
committed,0.5463898749269872,2010,unique high sentiment score
commitment,0.5122258117487077,2010,unique high sentiment score
free,0.4709209743508002,2010,unique high sentiment score
communities,0.4165284993375251,2010,unique high sentiment score
want,0.404315133115074,2010,unique high sentiment score
