term,combined score,date,score category
president,24.396084205998704,1990,unique neutral score
black,20.67125231002499,1990,unique neutral score
place,16.857923507762578,1990,unique neutral score
racial,15.426027422331302,1990,unique neutral score
every,15.307162019396989,1990,unique neutral score
together,15.087068950436098,1990,unique neutral score
economy,14.42320253828983,1990,unique neutral score
vote,14.13730350110852,1990,unique neutral score
continue,14.0391206263741,1990,unique neutral score
organisation,13.88398544388934,1990,unique neutral score
south african,13.692394449231111,1990,unique neutral score
meeting,13.106101685041995,1990,unique neutral score
end,13.09297161768418,1990,unique neutral score
leaders,12.430377703967729,1990,unique neutral score
right,12.174798201440131,1990,unique neutral score
years,12.07590206507711,1990,unique neutral score
constitution,18.14581880514704,1991,unique high sentiment score
policy,15.36544161801602,1991,unique high sentiment score
struggle,12.898436578255067,1991,unique high sentiment score
matter,12.756347647050273,1991,unique high sentiment score
conference,12.639712264737067,1991,unique high sentiment score
want,12.21499758394314,1991,unique high sentiment score
elected,11.610295975367146,1991,unique high sentiment score
among,11.594568091408416,1991,unique high sentiment score
state,11.095663404244256,1991,unique high sentiment score
issues,9.95335594199647,1991,unique high sentiment score
world,9.946290318999202,1991,unique high sentiment score
leadership,9.724209699328734,1991,unique high sentiment score
majority,9.565849982978747,1991,unique high sentiment score
point,9.485170305221365,1991,unique high sentiment score
two,9.213689676744226,1991,unique high sentiment score
long,8.727084958637823,1991,unique high sentiment score
