term,combined score,date,score category
victory,2.390719680146874,1980,unique high sentiment score
struggle,2.1882296591446737,1980,unique high sentiment score
white,2.160259589085596,1980,unique high sentiment score
face,2.071985188129454,1980,unique high sentiment score
every,1.496571458333976,1980,unique high sentiment score
force,1.2670802147232287,1980,unique high sentiment score
fight,1.0,1980,unique high sentiment score
history,1.0,1980,unique high sentiment score
greater,1.0,1980,unique high sentiment score
south africa,0.984682161672584,1980,unique high sentiment score
africa,0.9262198543139796,1980,unique high sentiment score
south,0.8472461411333845,1980,unique high sentiment score
clear,0.7956606189491495,1980,unique high sentiment score
freedom,0.7381279022625449,1980,unique high sentiment score
first,0.7151650124691427,1980,unique high sentiment score
difficult,0.6600741131000937,1980,unique high sentiment score
long,0.6169142769473751,1980,unique high sentiment score
confidence,0.5708312287830638,1980,unique high sentiment score
war,0.5696981767987367,1980,unique high sentiment score
future,0.5318131747370688,1980,unique high sentiment score
free,0.5175083110270646,1980,unique high sentiment score
strength,0.5054886237941186,1980,unique high sentiment score
action,0.5050311470108467,1980,unique high sentiment score
among,0.4714719870880374,1980,unique high sentiment score
police,0.4453489637086124,1980,unique high sentiment score
efforts,0.4411801879769113,1980,unique high sentiment score
united,0.4385020474456356,1980,unique high sentiment score
even,0.4133235851851579,1980,unique high sentiment score
