term,combined score,date,score category
mandela,30.709498152658718,1962,unique neutral score
conference,12.210432577617777,1962,unique neutral score
white,9.570208348014065,1962,unique neutral score
country,9.067230800002267,1962,unique neutral score
going,4.170905688235792,1962,unique neutral score
south african,3.9590073728588666,1962,unique neutral score
areas,3.57589127360923,1962,unique neutral score
council,3.3268415823536706,1962,unique neutral score
right,3.309800795525158,1962,unique neutral score
parliament,3.14438646697495,1962,unique neutral score
go,3.0956844638052563,1962,unique neutral score
life,2.90844819665197,1962,unique neutral score
general,2.698281264527721,1962,unique neutral score
act,2.5404377338960047,1962,unique neutral score
issues,2.41684766089989,1962,unique neutral score
another,2.09933531696043,1962,unique neutral score
set,2.090415803245407,1962,unique neutral score
situation,2.0760267186604326,1962,unique neutral score
rights,2.0496241361504173,1962,unique neutral score
call,2.0237914550500617,1962,unique neutral score
world,1.8814397179625495,1962,unique neutral score
take,1.8624611902514523,1962,unique neutral score
elected,1.8388708755200085,1962,unique neutral score
history,1.812932787770144,1962,unique neutral score
point,1.7544054810288556,1962,unique neutral score
given,1.5718180320911674,1962,unique neutral score
making,1.4589378896795355,1962,unique neutral score
black,1.4419294130375515,1962,unique neutral score
past,1.4108666097517604,1962,unique neutral score
democratic,1.3881882285171756,1962,unique neutral score
high,5.029075394061341,1964,unique high sentiment score
anc,4.675791302915342,1964,unique high sentiment score
policy,2.37728051396902,1964,unique high sentiment score
want,1.918580637189454,1964,unique high sentiment score
first,1.6703499618921285,1964,unique high sentiment score
new,1.472593836297253,1964,unique high sentiment score
taken,1.4209699290235045,1964,unique high sentiment score
already,1.4065842866005158,1964,unique high sentiment score
campaign,1.3983539531551248,1964,unique high sentiment score
power,1.3573434033095566,1964,unique high sentiment score
always,1.267322564876864,1964,unique high sentiment score
leaders,1.2107823050408624,1964,unique high sentiment score
co,1.2035167478082802,1964,unique high sentiment score
fact,1.1383124025099265,1964,unique high sentiment score
use,1.1159332965360111,1964,unique high sentiment score
liberation,1.0548053774716586,1964,unique high sentiment score
various,1.003960672400631,1964,unique high sentiment score
matter,1.0,1964,unique high sentiment score
still,1.0,1964,unique high sentiment score
things,1.0,1964,unique high sentiment score
particular,1.0,1964,unique high sentiment score
change,0.9160696720641072,1964,unique high sentiment score
state,0.8248303099233697,1964,unique high sentiment score
apartheid,0.790506465074555,1964,unique high sentiment score
days,0.7164370986654715,1964,unique high sentiment score
youth,0.6976516922188329,1964,unique high sentiment score
trade,0.6733436489491206,1964,unique high sentiment score
public,0.6617097065053099,1964,unique high sentiment score
partnership,0.6161359965681884,1964,unique high sentiment score
others,0.593965762905249,1964,unique high sentiment score
