term,combined score,date,score category
struggle,6.021145469386124,1951,unique neutral score
clear,2.632023361418047,1951,unique neutral score
party,2.567427288721965,1951,unique neutral score
white,1.930729253784136,1951,unique neutral score
history,1.8479613935722683,1951,unique neutral score
men,1.6504703685622943,1951,unique neutral score
common,1.6320114545260336,1951,unique neutral score
world,1.3845541214393278,1951,unique neutral score
always,1.371694395865873,1951,unique neutral score
two,1.1597497640458476,1951,unique neutral score
confidence,1.148945039411374,1951,unique neutral score
united,1.1064501715462345,1951,unique neutral score
past,1.0458234672523834,1951,unique neutral score
forces,1.0170584417964583,1951,unique neutral score
powerful,1.0,1951,unique neutral score
strength,0.9650827298273784,1951,unique neutral score
leadership,0.9632135407301788,1951,unique neutral score
parties,0.948637439119984,1951,unique neutral score
support,0.8294283625881778,1951,unique neutral score
fight,0.824395032739473,1951,unique neutral score
hope,0.8157043431499753,1951,unique neutral score
south,0.8048021062636488,1951,unique neutral score
oppression,0.8022698687961463,1951,unique neutral score
victory,0.7763430769565249,1951,unique neutral score
address,0.7670747755129804,1951,unique neutral score
cannot,0.7258888022756933,1951,unique neutral score
whose,0.7136017648137187,1951,unique neutral score
strong,0.6655458416622785,1951,unique neutral score
justice,0.6415577049429853,1951,unique neutral score
hand,0.6033625944690877,1951,unique neutral score
work,0.5711974871012099,1951,unique neutral score
south africa,0.5509717447166267,1951,unique neutral score
war,0.5430976902021787,1951,unique neutral score
towards,0.525410502627893,1951,unique neutral score
south african,0.5117703855752178,1951,unique neutral score
face,0.5055693249196446,1951,unique neutral score
anc,0.4501874268780859,1951,unique neutral score
order,0.4189425464023304,1951,unique neutral score
building,0.41099683380329,1951,unique neutral score
situation,2.123742235251408,1951,unique high sentiment score
congress,1.9548056650812573,1951,unique high sentiment score
continent,1.7105892536148453,1951,unique high sentiment score
national,1.5146698322014107,1951,unique high sentiment score
act,1.1230864940724947,1951,unique high sentiment score
youth,1.0271084541938331,1951,unique high sentiment score
different,1.0,1951,unique high sentiment score
democracy,1.0,1951,unique high sentiment score
future,1.0,1951,unique high sentiment score
going,0.8621964947490548,1951,unique high sentiment score
various,0.8196125919219251,1951,unique high sentiment score
resources,0.7036070726244139,1951,unique high sentiment score
approach,0.654774590642138,1951,unique high sentiment score
today,0.6373422224391765,1951,unique high sentiment score
far,0.6070497909169753,1951,unique high sentiment score
set,0.5642180312250966,1951,unique high sentiment score
state,0.5595967875069805,1951,unique high sentiment score
taken,0.5477514950148852,1951,unique high sentiment score
organisations,0.5381428149776015,1951,unique high sentiment score
given,0.5357080067391529,1951,unique high sentiment score
policy,0.5307222470811489,1951,unique high sentiment score
programme,0.5121745081021502,1951,unique high sentiment score
organisation,0.4859539678995361,1951,unique high sentiment score
possible,0.4409573041599746,1951,unique high sentiment score
make,0.4357552112296813,1951,unique high sentiment score
conference,0.4142982829818121,1951,unique high sentiment score
nation,0.3710618397904965,1951,unique high sentiment score
labour,0.349141866534375,1951,unique high sentiment score
land,0.3301158207822405,1951,unique high sentiment score
country,0.2922106524863719,1951,unique high sentiment score
