term,combined score,date,score category
campaign,1.6437294731101422,1952,unique neutral score
people,1.4025448281111208,1952,unique neutral score
even,1.0,1952,unique neutral score
work,1.0,1952,unique neutral score
government,0.7255289031580184,1952,unique neutral score
high,0.7185387628551855,1952,unique neutral score
going,0.7085546915762225,1952,unique neutral score
general,0.7056558998869945,1952,unique neutral score
already,0.6954869130864646,1952,unique neutral score
still,0.5709727354454588,1952,unique neutral score
become,0.5603734664791917,1952,unique neutral score
unity,0.5484618547263013,1952,unique neutral score
system,0.5437290034508525,1952,unique neutral score
africans,0.5125183809027793,1952,unique neutral score
first,0.509512022259798,1952,unique neutral score
years,0.4889049779101933,1952,unique neutral score
support,1.0,1952,unique high sentiment score
national,0.6446104774503201,1952,unique high sentiment score
peoples,0.378458067862602,1952,unique high sentiment score
continue,0.373134118546699,1952,unique high sentiment score
struggle,0.2835125252055535,1952,unique high sentiment score
freedom,0.253032156535341,1952,unique high sentiment score
