term,combined score,date,score category
possible,0.6504465878619167,1960,unique neutral score
racial,0.6346483072152403,1960,unique neutral score
future,0.5412824215795439,1960,unique neutral score
economic,0.5328532409845836,1960,unique neutral score
country,0.4021912299829928,1960,unique neutral score
south,0.3644722471353485,1960,unique neutral score
victory,0.3326176221558671,1960,unique neutral score
towards,0.3062662982373591,1960,unique neutral score
bring,0.2985583708668025,1960,unique neutral score
rights,0.2969723807560064,1960,unique neutral score
south african,0.2969723807560064,1960,unique neutral score
years,0.2700698935849846,1960,unique neutral score
south africa,0.2165197261015077,1960,unique neutral score
africa,0.2019917639817458,1960,unique neutral score
order,1.659514112464839,1960,unique high sentiment score
matter,1.5344183302139078,1960,unique high sentiment score
become,1.5283213243214706,1960,unique high sentiment score
clear,1.2861637456090174,1960,unique high sentiment score
achieved,1.0761476215805468,1960,unique high sentiment score
problem,1.0,1960,unique high sentiment score
others,1.0,1960,unique high sentiment score
power,0.9244362985574812,1960,unique high sentiment score
police,0.8041191183191247,1960,unique high sentiment score
accept,0.736705836306159,1960,unique high sentiment score
time,0.720878047455092,1960,unique high sentiment score
public,0.5813733775977112,1960,unique high sentiment score
action,0.5533600364389457,1960,unique high sentiment score
freedom,0.55079049651257,1960,unique high sentiment score
powerful,0.531000917416259,1960,unique high sentiment score
peoples,0.5289997040874209,1960,unique high sentiment score
strong,0.5201234815023947,1960,unique high sentiment score
process,0.5025770343058634,1960,unique high sentiment score
new,0.4575637925170421,1960,unique high sentiment score
