term,combined score,date,score category
lives,9.846267061405277,1999,unique neutral score
women,9.637346535128742,1999,unique neutral score
die,9.528985670522337,1999,unique neutral score
men,9.30769325200608,1999,unique neutral score
countries,8.767871354155893,1999,unique neutral score
respect,8.028853204655178,1999,unique neutral score
united,7.517091657648968,1999,unique neutral score
years,7.352413541381867,1999,unique neutral score
amongst,7.32501103189243,1999,unique neutral score
democratic,7.039311360499063,1999,unique neutral score
indeed,6.971649588425823,1999,unique neutral score
leaders,6.8009487151583645,1999,unique neutral score
first,6.745528409460975,1999,unique neutral score
make,6.546441023309498,1999,unique neutral score
work,6.473133465693117,1999,unique neutral score
struggle,13.582877520265184,1999,unique high sentiment score
problems,13.246845585026447,1999,unique high sentiment score
poverty,11.84786903151274,1999,unique high sentiment score
apartheid,10.914776785005149,1999,unique high sentiment score
nations,10.45041484751612,1999,unique high sentiment score
achievement,10.173504600575374,1999,unique high sentiment score
together,9.687566117056203,1999,unique high sentiment score
poor,8.504064697187696,1999,unique high sentiment score
powerful,8.353295096318078,1999,unique high sentiment score
still,8.192885151317501,1999,unique high sentiment score
good,8.11212774214236,1999,unique high sentiment score
proud,7.994602456223406,1999,unique high sentiment score
bring,7.887086205504382,1999,unique high sentiment score
achieved,7.861211905389693,1999,unique high sentiment score
even,7.760309587209181,1999,unique high sentiment score
