term,combined score,date,score category
award,5.331976252081457,2000,unique neutral score
united,5.159781707466936,2000,unique neutral score
community,5.091186957297676,2000,unique neutral score
progress,4.35753770021344,2000,unique neutral score
continent,4.162192536206871,2000,unique neutral score
every,3.9914642776812026,2000,unique neutral score
towards,3.8341417343738087,2000,unique neutral score
history,3.81999282546628,2000,unique neutral score
security,3.5846364905691863,2000,unique neutral score
society,3.5355362475523533,2000,unique neutral score
resources,5.951608050330568,2000,unique high sentiment score
poor,5.831610811315125,2000,unique high sentiment score
others,5.730148472288156,2000,unique high sentiment score
good,5.72387136431467,2000,unique high sentiment score
importance,5.455280676514999,2000,unique high sentiment score
still,5.44626434616533,2000,unique high sentiment score
growth,5.435579436570295,2000,unique high sentiment score
efforts,5.252865862522404,2000,unique high sentiment score
find,5.1264845490556,2000,unique high sentiment score
work,5.101678886437086,2000,unique high sentiment score
