term,combined score,date,score category
world,1.0,1986,unique neutral score
lives,0.6111000124058767,1986,unique neutral score
people,69.7845992408322,1990,unique high sentiment score
anc,55.47506485655605,1990,unique high sentiment score
apartheid,47.860467235116445,1990,unique high sentiment score
government,42.99099306035882,1990,unique high sentiment score
country,41.5986545040554,1990,unique high sentiment score
system,35.17736856041532,1990,unique high sentiment score
struggle,28.93672119026929,1990,unique high sentiment score
white,28.015612942404037,1990,unique high sentiment score
political,25.97976234953385,1990,unique high sentiment score
democratic,25.364480829776948,1990,unique high sentiment score
process,21.45389912924175,1990,unique high sentiment score
black,20.818924715029087,1990,unique high sentiment score
african,20.311532389813717,1990,unique high sentiment score
racial,19.95892047452795,1990,unique high sentiment score
negotiations,19.39138391933769,1990,unique high sentiment score
president,19.15587883691009,1990,unique high sentiment score
still,18.795156397505185,1990,unique high sentiment score
organisation,18.16641442826849,1990,unique high sentiment score
power,17.9844584232247,1990,unique high sentiment score
time,17.86974299614396,1990,unique high sentiment score
new,17.62146144203399,1990,unique high sentiment score
future,17.274172614284556,1990,unique high sentiment score
south african,17.143882673482253,1990,unique high sentiment score
national,16.758019556979658,1990,unique high sentiment score
make,16.72764121969301,1990,unique high sentiment score
economy,16.496473673973583,1990,unique high sentiment score
therefore,16.1616096272713,1990,unique high sentiment score
take,15.499947175926062,1990,unique high sentiment score
every,15.388371604472407,1990,unique high sentiment score
non,15.342548862422255,1990,unique high sentiment score
movement,14.91175543078371,1990,unique high sentiment score
place,14.898577373948424,1990,unique high sentiment score
continue,14.543059983205415,1990,unique high sentiment score
want,14.306421982919936,1990,unique high sentiment score
end,14.079770247277311,1990,unique high sentiment score
vote,14.003405647785945,1990,unique high sentiment score
years,13.749799489713489,1990,unique high sentiment score
cannot,13.727601687064972,1990,unique high sentiment score
right,13.692328025609246,1990,unique high sentiment score
together,13.512248995995336,1990,unique high sentiment score
rights,12.802965575891722,1990,unique high sentiment score
even,12.733631043822951,1990,unique high sentiment score
question,12.7022973643247,1990,unique high sentiment score
need,12.676275039368136,1990,unique high sentiment score
leaders,12.609184494645744,1990,unique high sentiment score
economic,12.47289769368208,1990,unique high sentiment score
