term,combined score,date,score category
en,9.966681129370908,2001,unique neutral score
development,7.551829251149497,2001,unique neutral score
always,7.472433923101015,2001,unique neutral score
political,7.467414799342953,2001,unique neutral score
role,6.506131835716839,2001,unique neutral score
process,6.391127756003859,2001,unique neutral score
social,6.30737437794006,2001,unique neutral score
responsibility,6.2557049954585455,2001,unique neutral score
democracy,6.153543883851983,2001,unique neutral score
fact,6.093719989174922,2001,unique neutral score
institutions,6.018233261336916,2001,unique neutral score
nation,5.295117911721102,2001,unique neutral score
long,4.9569474525745,2001,unique neutral score
economy,4.759919610414061,2001,unique neutral score
partnership,4.742298830261984,2001,unique neutral score
major,4.559751353621327,2001,unique neutral score
towards,4.491150275103182,2001,unique neutral score
state,4.367418665055612,2001,unique neutral score
needs,4.364726001708912,2001,unique neutral score
end,4.198345190408827,2001,unique neutral score
making,3.9932131590689055,2001,unique neutral score
africans,3.981199163398685,2001,unique neutral score
work,10.41451080352442,2002,unique high sentiment score
million,9.561927943277428,2002,unique high sentiment score
youth,8.82235634077363,2002,unique high sentiment score
need,8.592292541131894,2002,unique high sentiment score
democratic,8.52188305066971,2002,unique high sentiment score
future,8.211874596436196,2002,unique high sentiment score
struggle,8.2036626843126,2002,unique high sentiment score
together,7.359799442710503,2002,unique high sentiment score
others,7.308456312512526,2002,unique high sentiment score
two,7.052123395517132,2002,unique high sentiment score
human,6.871712179658447,2002,unique high sentiment score
organisation,6.421657260472517,2002,unique high sentiment score
building,6.212708764931927,2002,unique high sentiment score
live,6.1890083553331365,2002,unique high sentiment score
different,6.161266027626558,2002,unique high sentiment score
take,6.010602503890911,2002,unique high sentiment score
use,5.9214222418035,2002,unique high sentiment score
challenges,5.542961303988611,2002,unique high sentiment score
private,5.367787726335318,2002,unique high sentiment score
community,5.352030731242346,2002,unique high sentiment score
past,5.268261931982382,2002,unique high sentiment score
every,5.1720138182348006,2002,unique high sentiment score
