term,combined score,date,score category
country,1.0024633799550893,1964,unique neutral score
including,1.0,1964,unique neutral score
right,0.8810223766198853,1964,unique neutral score
organisation,0.6855794615796791,1964,unique neutral score
pride,0.6784185289342931,1964,unique neutral score
nation,0.5308670863668054,1964,unique neutral score
leadership,0.4034984548884031,1964,unique neutral score
long,0.3673747520357225,1964,unique neutral score
achieved,0.3541896862721583,1964,unique neutral score
economic,0.3304388312876098,1964,unique neutral score
confidence,0.3171706632346054,1964,unique neutral score
women,0.2640429127262753,1964,unique neutral score
peace,0.2615144534422357,1964,unique neutral score
white,2.391065891917392,1964,unique high sentiment score
committed,2.3416695050750502,1964,unique high sentiment score
fight,1.8175860782415447,1964,unique high sentiment score
action,1.1514188609582554,1964,unique high sentiment score
want,1.1335587392625752,1964,unique high sentiment score
continue,1.105491742416138,1964,unique high sentiment score
party,1.0,1964,unique high sentiment score
public,1.0,1964,unique high sentiment score
lives,1.0,1964,unique high sentiment score
spirit,0.7870782723355517,1964,unique high sentiment score
work,0.6669135688059674,1964,unique high sentiment score
future,0.6112218831352292,1964,unique high sentiment score
strong,0.4998677368054137,1964,unique high sentiment score
hand,0.4879698384810724,1964,unique high sentiment score
year,0.4778853588492343,1964,unique high sentiment score
face,0.4478129934427894,1964,unique high sentiment score
problem,0.4345684382022952,1964,unique high sentiment score
difficult,0.3927342822430309,1964,unique high sentiment score
greatest,0.3674512963964259,1964,unique high sentiment score
past,0.3391353123650348,1964,unique high sentiment score
